County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Marin,California,11,0,0,0%,38.07188727,-122.7195348,2020-03-17 22:50 EDT,06,041,8.22,1.338199513381995
Ventura,California,10,6,0,0%,34.28082,-119.29232,2020-03-17 22:50 EDT,06,111,11.37,0.8795074758135445
Solano,California,7,0,0,0%,38.27793363,-121.9272405,2020-03-17 22:50 EDT,06,095,11.4,0.6140350877192983
San Luis Obispo,California,6,3,0,0%,35.28579000000001,-120.66275,2020-03-17 22:50 EDT,06,079,16.23,0.36968576709796674
Placer,California,5,0,1,20%,39.05913563,-120.7536328,2020-03-17 22:50 EDT,06,061,3.96,1.2626262626262625
Yolo,California,4,2,0,0%,38.73431,-121.81279,2020-03-17 22:50 EDT,06,113,10.17,0.39331366764995085
Sonoma,California,4,0,0,0%,38.29188,-122.45728,2020-03-17 22:50 EDT,06,097,10.92,0.3663003663003663
San Benito,California,3,0,0,0%,36.50506,-121.08332,2020-03-17 22:50 EDT,06,069,0.29,10.344827586206897
Stanislaus,California,3,0,0,0%,37.55932622,-120.9976619,2020-03-17 22:50 EDT,06,099,6.46,0.46439628482972134
Tulare,California,3,0,0,0%,36.20649,-119.34305,2020-03-17 22:50 EDT,06,107,5.05,0.594059405940594
San Bernardino,California,3,1,0,0%,34.10524,-117.29412,2020-03-17 22:50 EDT,06,071,37.61,0.0797660196756182
Fresno,California,2,0,0,0%,36.74084000000001,-119.78552,2020-03-17 22:50 EDT,06,019,16.96,0.11792452830188678
Calaveras,California,2,0,0,0%,38.20473567,-120.5540655,2020-03-17 22:50 EDT,06,009,0.49,4.081632653061225
Imperial,California,2,0,0,0%,32.84748,-115.56952,2020-03-17 22:50 EDT,06,025,9.05,0.22099447513812154
Santa Barbara,California,2,0,0,0%,34.41938,-119.69905,2020-03-17 22:50 EDT,06,083,19.63,0.10188487009679063
Monterey,California,2,2,0,0%,36.21714602900005,-121.23901963899999,2020-03-17 22:50 EDT,06,053,18.09,0.11055831951354339
Humboldt,California,1,0,0,0%,40.69879803,-123.8737147,2020-03-17 22:50 EDT,06,023,5.55,0.1801801801801802
Madera,California,1,0,0,0%,36.96205,-120.06399,2020-03-17 22:50 EDT,06,039,7.91,0.1264222503160556
Shasta,California,1,0,0,0%,40.59828,-122.49095,2020-03-17 22:50 EDT,06,089,2.83,0.35335689045936397
Nevada,California,1,0,0,0%,34.06589,-117.21746,2020-03-17 22:50 EDT,06,057,1.18,0.8474576271186441
Kern,California,1,1,0,0%,35.342816380000045,-118.72993949,2020-03-17 22:50 EDT,06,029,32.38,0.030883261272390362
Bergen,New Jersey,84,23,2,2.4%,40.95949149,-74.074442,2020-03-17 22:50 EDT,34,003,10.44,8.045977011494253
Essex,New Jersey,32,12,0,0%,40.78779259,-74.24760059,2020-03-17 22:50 EDT,34,013,23.48,1.362862010221465
Hudson,New Jersey,24,4,0,0%,40.74034231,-74.07410970000002,2020-03-17 22:50 EDT,34,017,9.48,2.531645569620253
Monmouth,New Jersey,22,8,1,4.5%,40.2600411,-74.22194634,2020-03-17 22:50 EDT,34,025,6.78,3.2448377581120944
Middlesex,New Jersey,22,5,0,0%,40.57936,-74.50067,2020-03-17 22:50 EDT,34,023,23.36,0.9417808219178082
Union,New Jersey,15,7,0,0%,40.69635,-74.26957,2020-03-17 22:50 EDT,34,039,6.56,2.2865853658536586
Passaic,New Jersey,10,2,0,0%,40.86034,-74.12374,2020-03-17 22:50 EDT,34,031,10.23,0.9775171065493645
Mercer,New Jersey,9,3,0,0%,40.28331911,-74.70157374,2020-03-17 22:50 EDT,34,021,20.37,0.4418262150220913
Morris,New Jersey,7,1,0,0%,40.86201902,-74.5442741,2020-03-17 22:50 EDT,34,027,8.57,0.8168028004667445
Somerset,New Jersey,7,2,0,0%,40.49859,-74.52249,2020-03-17 22:50 EDT,34,035,5.28,1.3257575757575757
Burlington,New Jersey,5,0,0,0%,40.07687,-74.85775,2020-03-17 22:50 EDT,34,005,11.74,0.42589437819420783
Ocean,New Jersey,4,1,0,0%,39.90927434,-74.2969653,2020-03-17 22:50 EDT,34,029,6.88,0.5813953488372093
Hunterdon,New Jersey,4,3,0,0%,40.56725317,-74.91217921,2020-03-17 22:50 EDT,34,019,3.68,1.0869565217391304
Camden,New Jersey,3,0,0,0%,39.94525,-75.11913,2020-03-17 22:50 EDT,34,007,7.5,0.4
Gloucester,New Jersey,2,0,0,0%,39.71720106500004,-75.14164365699997,2020-03-17 22:50 EDT,34,015,4.24,0.4716981132075471
Middlesex,Massachusetts,89,6,0,0%,42.48559407,-71.3917913,2020-03-17 22:50 EDT,25,017,56.81,1.5666255940855482
Norfolk,Massachusetts,43,7,0,0%,42.11941,-71.33083,2020-03-17 22:50 EDT,25,021,17.05,2.5219941348973607
Suffolk,Massachusetts,42,0,0,0%,42.33189157,-71.07537429,2020-03-17 22:50 EDT,25,025,50.68,0.8287292817679558
Berkshire,Massachusetts,14,3,0,0%,42.51105,-73.19426,2020-03-17 22:50 EDT,25,003,5.89,2.376910016977929
Worcester,Massachusetts,8,2,0,0%,42.26341,-71.80219,2020-03-17 22:50 EDT,25,027,28.28,0.2828854314002829
Essex,Massachusetts,8,0,0,0%,42.63251,-70.78113,2020-03-17 22:50 EDT,25,009,19.53,0.40962621607782895
Bristol,Massachusetts,5,0,0,0%,41.79836956,-71.11428121,2020-03-17 22:50 EDT,25,005,15.52,0.32216494845360827
Plymouth,Massachusetts,5,2,0,0%,41.92808,-70.6568,2020-03-17 22:50 EDT,25,023,11.37,0.43975373790677225
Barnstable,Massachusetts,2,1,0,0%,41.70194,-70.30442,2020-03-17 22:50 EDT,25,001,4.11,0.48661800486618
Hampden,Massachusetts,1,0,0,0%,42.064613,-72.422,2020-03-17 22:50 EDT,25,013,15.13,0.06609385327164573
Broward,Florida,48,9,0,0%,26.15224542,-80.48705340000002,2020-03-17 22:50 EDT,12,011,16.3,2.9447852760736195
Miami-Dade,Florida,40,17,0,0%,25.61418208,-80.5679083,2020-03-17 22:50 EDT,12,086,42.23,0.9471939379587971
Palm Beach,Florida,13,5,0,0%,26.70288,-80.03661,2020-03-17 22:50 EDT,12,099,21.63,0.6010171058714748
Duval,Florida,10,5,0,0%,30.47844000000001,-81.62557,2020-03-17 22:50 EDT,12,031,20.81,0.4805382027871216
Volusia,Florida,9,2,0,0%,29.16934,-81.52251,2020-03-17 22:50 EDT,12,127,14.43,0.6237006237006237
Manatee,Florida,7,2,1+1,14.3%,27.49643,-82.53954,2020-03-17 22:50 EDT,12,081,4.81,1.4553014553014554
Hillsborough,Florida,7,2,0,0%,27.93023096,-82.30785534,2020-03-17 22:50 EDT,12,057,22.98,0.30461270670147955
Collier,Florida,6,0,0,0%,26.11625563,-81.34013334,2020-03-17 22:50 EDT,12,021,4.55,1.3186813186813187
Orange,Florida,6,3,1,16.7%,41.33141,-74.35667,2020-03-17 22:50 EDT,12,095,35.27,0.17011624610150267
Osceola,Florida,6,2,0,0%,28.06812578,-81.14519655,2020-03-17 22:50 EDT,12,097,3.25,1.8461538461538463
Lee,Florida,5,1,2,40%,26.57965162,-81.82468531,2020-03-17 22:50 EDT,12,071,8.48,0.5896226415094339
Pinellas,Florida,4,0,0,0%,27.9313392,-82.72194025,2020-03-17 22:50 EDT,12,103,19.85,0.20151133501259444
Seminole,Florida,4,0,0,0%,28.71700144,-81.23632262,2020-03-17 22:50 EDT,12,117,3.51,1.1396011396011396
Alachua,Florida,4,2,0,0%,29.79309000000001,-82.49428,2020-03-17 22:50 EDT,12,001,14.49,0.27605244996549344
Clay,Florida,4,1,0,0%,29.98305516,-81.85778209,2020-03-17 22:50 EDT,12,019,1.25,3.2
Okaloosa,Florida,2,1,0,0%,30.70702353,-86.59650821,2020-03-17 22:50 EDT,12,091,4.72,0.42372881355932207
Pasco,Florida,2,0,0,0%,28.32453,-82.33624,2020-03-17 22:50 EDT,12,101,5.81,0.34423407917383825
Sarasota,Florida,2,0,0,0%,27.33889000000001,-82.53886999999997,2020-03-17 22:50 EDT,12,115,5.94,0.33670033670033667
Citrus,Florida,2,1,0,0%,28.8507789,-82.46594866,2020-03-17 22:50 EDT,12,017,2.25,0.8888888888888888
St. Johns,Florida,2,0,0,0%,30.12051,-81.62536,2020-03-17 22:50 EDT,12,109,3.04,0.6578947368421053
Santa Rosa,Florida,1,0,1,100%,30.73147611,-87.01761385,2020-03-17 22:50 EDT,12,113,6.04,0.16556291390728478
Charlotte,Florida,1,0,0,0%,26.90848328,-81.90343918,2020-03-17 22:50 EDT,12,015,3.17,0.31545741324921134
Nassau,Florida,1,0,0,0%,30.61077673,-81.80173997,2020-03-17 22:50 EDT,12,089,0.54,1.8518518518518516
Escambia,Florida,1,0,0,0%,30.70048477500007,-87.37722153999994,2020-03-17 22:50 EDT,12,033,17.84,0.05605381165919283
Lake,Florida,1,0,0,0%,28.762619734000047,-81.71155351299996,2020-03-17 22:50 EDT,12,069,3.87,0.25839793281653745
Brevard,Florida,1,0,0,0%,28.293484186000057,-80.73235631099999,2020-03-17 22:50 EDT,12,009,6.72,0.1488095238095238
Polk,Florida,1,0,0,0%,27.948878240000052,-81.69776009499998,2020-03-17 22:50 EDT,12,105,13.54,0.07385524372230429
Orleans,Louisiana,136,42,4+1,2.9%,30.03843182,-89.90055149,2020-03-17 22:50 EDT,22,071,13.45,10.111524163568774
Jefferson,Louisiana,35,14,0,0%,29.9596,-90.17182,2020-03-17 22:50 EDT,22,051,3.31,10.574018126888218
St. Tammany,Louisiana,6,0,0,0%,30.39408,-89.89506999999998,2020-03-17 22:50 EDT,22,103,1.28,4.6875
Caddo,Louisiana,4,1,0,0%,32.75632,-93.97374,2020-03-17 22:50 EDT,22,017,6.25,0.64
St. Charles,Louisiana,3,0,0,0%,29.9052798,-90.3824403,2020-03-17 22:50 EDT,22,089,0.59,5.084745762711865
Terrebonne,Louisiana,3,1,0,0%,29.43006669,-90.87546183,2020-03-17 22:50 EDT,22,109,1.48,2.027027027027027
Lafourche,Louisiana,2,0,0,0%,29.765290000000004,-90.76881,2020-03-17 22:50 EDT,22,057,1.63,1.2269938650306749
St. Bernard,Louisiana,2,0,0,0%,29.86715,-89.85868,2020-03-17 22:50 EDT,22,087,0.29,6.8965517241379315
Bossier,Louisiana,1,0,0,0%,32.67886191,-93.60531071,2020-03-17 22:50 EDT,22,015,2.55,0.3921568627450981
St. John the Baptist,Louisiana,1,0,0,0%,30.07866499,-90.54541322,2020-03-17 22:50 EDT,22,095,0.47,2.127659574468085
Ascension,Louisiana,1,0,0,0%,30.20549338,-90.9088583,2020-03-17 22:50 EDT,22,005,0.79,1.2658227848101264
Washington,Louisiana,1,1,0,0%,30.853392161000052,-90.04050446099994,2020-03-17 22:50 EDT,22,117,1.58,0.6329113924050632
East Baton Rouge,Louisiana,1,1,0,0%,30.53926540800007,-91.09217012,2020-03-17 22:50 EDT,22,033,11.11,0.09000900090009001
Denver,Colorado,38,12,0,0%,39.74001,-104.99202,2020-03-17 22:50 EDT,08,031,16.31,2.3298589822194975
Eagle,Colorado,34,0,0,0%,39.65565,-106.82788,2020-03-17 22:50 EDT,08,037,0.08,425.0
Arapahoe,Colorado,15,0,0,0%,39.64976719,-104.3392044,2020-03-17 22:50 EDT,08,005,4.3,3.488372093023256
Jefferson,Colorado,13,1,0,0%,39.58643164,-105.2504022,2020-03-17 22:50 EDT,08,059,8.76,1.4840182648401827
Pitkin,Colorado,11,0,0,0%,39.21712515,-106.9167355,2020-03-17 22:50 EDT,08,097,0.07,157.14285714285714
Boulder,Colorado,11,4,0,0%,40.01574,-105.27924,2020-03-17 22:50 EDT,08,013,11.63,0.9458297506448838
Douglas,Colorado,8,0,0,0%,39.32966642,-104.9295706,2020-03-17 22:50 EDT,08,035,0.63,12.698412698412698
Gunnison,Colorado,8,0,0,0%,38.54526,-106.92692,2020-03-17 22:50 EDT,08,051,1.1,7.2727272727272725
Adams,Colorado,6,0,0,0%,39.87375914,-104.3366349,2020-03-17 22:50 EDT,08,001,4.46,1.345291479820628
Weld,Colorado,6,1,1+1,16.7%,40.55477273,-104.3924353,2020-03-17 22:50 EDT,08,123,4.95,1.2121212121212122
Summit,Colorado,5,3,0,0%,39.6341694,-106.1163607,2020-03-17 22:50 EDT,08,117,0.27,18.51851851851852
El Paso,Colorado,4,0,1,25%,38.83212691,-104.5255141,2020-03-17 22:50 EDT,08,041,20.3,0.19704433497536944
Larimer,Colorado,3,2,0,0%,40.66645245,-105.4609363,2020-03-17 22:50 EDT,08,069,9.37,0.32017075773746
Pueblo,Colorado,1,0,0,0%,38.26375,-104.61252,2020-03-17 22:50 EDT,08,101,4.51,0.22172949002217296
Routt,Colorado,1,0,0,0%,40.48499792,-106.9912189,2020-03-17 22:50 EDT,08,107,0.34,2.941176470588235
Mesa,Colorado,1,0,0,0%,39.16616,-108.13889,2020-03-17 22:50 EDT,08,077,4.66,0.2145922746781116
Garfield,Colorado,1,0,0,0%,39.59922654,-107.9040019,2020-03-17 22:50 EDT,08,045,0.88,1.1363636363636365
Clear Creek,Colorado,1,0,0,0%,39.68905313,-105.6443322,2020-03-17 22:50 EDT,08,019,0.08,12.5
Cook,Illinois,107,31,1+1,0.9%,41.84014932,-87.81682325,2020-03-17 22:50 EDT,17,031,90.99,1.1759534014726893
DuPage,Illinois,26,21,0,0%,41.85194049,-88.08561127,2020-03-17 22:50 EDT,17,043,12.83,2.0265003897116136
Lake,Illinois,7,1,0,0%,42.32327645,-88.00353452,2020-03-17 22:50 EDT,17,097,18.67,0.37493304767005886
Sangamon,Illinois,4,0,0,0%,39.75815792,-89.65888740000004,2020-03-17 22:50 EDT,17,167,4.02,0.9950248756218907
Kane,Illinois,3,0,0,0%,41.93887565,-88.42863925,2020-03-17 22:50 EDT,17,089,6.81,0.4405286343612335
McHenry,Illinois,2,0,0,0%,42.32621,-88.26731,2020-03-17 22:50 EDT,17,111,1.65,1.2121212121212122
St. Clair,Illinois,2,0,0,0%,38.46996471,-89.92749975,2020-03-17 22:50 EDT,17,163,4.56,0.4385964912280702
Clinton,Illinois,2,1,0,0%,40.148790000000076,-88.96396999999996,2020-03-17 22:50 EDT,17,027,2.07,0.9661835748792271
Will,Illinois,2,1,0,0%,41.44505655,-87.97865231,2020-03-17 22:50 EDT,17,197,8.74,0.22883295194508008
Woodford,Illinois,1,0,0,0%,40.84437,-89.02781,2020-03-17 22:50 EDT,17,203,1.01,0.9900990099009901
Cumberland,Illinois,1,0,0,0%,39.27332831,-88.24016822,2020-03-17 22:50 EDT,17,035,0.12,8.333333333333334
Champaign,Illinois,1,0,0,0%,40.1142,-88.2435,2020-03-17 22:50 EDT,17,019,16.4,0.06097560975609757
Winnebago,Illinois,1,0,0,0%,42.26568000000003,-89.24138999999997,2020-03-17 22:50 EDT,17,201,4.74,0.21097046413502107
Whiteside,Illinois,1,0,0,0%,41.75533495100007,-89.91231676399998,2020-03-17 22:50 EDT,17,195,1.01,0.9900990099009901
Peoria,Illinois,1,0,0,0%,40.69236000000007,-89.58798999999998,2020-03-17 22:50 EDT,17,143,4.81,0.2079002079002079
Fulton,Georgia,33,6,0,0%,33.79024066,-84.46711002,2020-03-17 22:50 EDT,13,121,34.25,0.9635036496350365
Cobb,Georgia,25,3,1,4%,33.9414802,-84.57663741,2020-03-17 22:50 EDT,13,067,9.33,2.679528403001072
DeKalb,Georgia,15,5,0,0%,33.77153731,-84.22646531,2020-03-17 22:50 EDT,13,089,11.52,1.3020833333333335
Bartow,Georgia,10,1,0,0%,34.23764397,-84.84072940000001,2020-03-17 22:50 EDT,13,015,0.98,10.204081632653061
Gwinnett,Georgia,7,2,0,0%,33.96118879,-84.0235873,2020-03-17 22:50 EDT,13,135,5.57,1.2567324955116697
Cherokee,Georgia,7,0,0,0%,34.24398966,-84.47624414,2020-03-17 22:50 EDT,13,057,1.73,4.046242774566474
Floyd,Georgia,6,2,0,0%,34.26324245,-85.21452762,2020-03-17 22:50 EDT,13,115,3.76,1.595744680851064
Dougherty,Georgia,6,0,0,0%,31.53332494,-84.21629439,2020-03-17 22:50 EDT,13,095,6.92,0.8670520231213873
Fayette,Georgia,5,0,0,0%,33.413909100000005,-84.49427247,2020-03-17 22:50 EDT,13,113,0.46,10.869565217391305
Clayton,Georgia,5,0,0,0%,33.54197299,-84.35769948,2020-03-17 22:50 EDT,13,063,4.7,1.0638297872340425
Lowndes,Georgia,4,1,0,0%,30.83362831,-83.26769554,2020-03-17 22:50 EDT,13,185,5.99,0.667779632721202
Coweta,Georgia,3,1,0,0%,33.35360269,-84.76336691,2020-03-17 22:50 EDT,13,077,0.59,5.084745762711865
Clarke,Georgia,3,0,0,0%,33.95110572,-83.36741217,2020-03-17 22:50 EDT,13,059,10.11,0.2967359050445104
Richmond,Georgia,3,1,0,0%,33.359629675000065,-82.07361638099997,2020-03-17 22:50 EDT,13,245,11.89,0.2523128679562658
Lee,Georgia,2,0,0,0%,31.77959716,-84.14088023,2020-03-17 22:50 EDT,13,177,0.93,2.150537634408602
Gordon,Georgia,2,0,0,0%,34.50319646,-84.87587883,2020-03-17 22:50 EDT,13,129,0.65,3.0769230769230766
Henry,Georgia,2,0,0,0%,33.45301628,-84.15426282,2020-03-17 22:50 EDT,13,151,0.97,2.061855670103093
Polk,Georgia,1,0,0,0%,34.00168812,-85.18810974,2020-03-17 22:50 EDT,13,233,0.64,1.5625
Charlton,Georgia,1,0,0,0%,30.78171091,-82.13776476,2020-03-17 22:50 EDT,13,049,2.23,0.4484304932735426
Newton,Georgia,1,0,0,0%,33.55500659,-83.8502182,2020-03-17 22:50 EDT,13,217,1.63,0.6134969325153374
Troup,Georgia,1,0,0,0%,33.03351893,-85.02826168,2020-03-17 22:50 EDT,13,285,2.52,0.3968253968253968
Forsyth,Georgia,1,0,0,0%,33.03419,-83.93894,2020-03-17 22:50 EDT,13,117,0.67,1.4925373134328357
Hall,Georgia,1,0,0,0%,34.32041152,-83.81043541,2020-03-17 22:50 EDT,13,139,2.76,0.3623188405797102
Paulding,Georgia,1,0,0,0%,33.92042456,-84.8672012,2020-03-17 22:50 EDT,13,223,0.47,2.127659574468085
Spalding,Georgia,1,1,0,0%,33.26086703900006,-84.28421107399998,2020-03-17 22:50 EDT,13,255,1.36,0.7352941176470588
Dallas,Texas,28,9,0,0%,32.778220000000005,-96.79512,2020-03-17 22:50 EDT,48,113,32.33,0.8660686668728735
Travis,Texas,17,7,0,0%,30.33462266,-97.78218981,2020-03-17 22:50 EDT,48,453,22.84,0.7443082311733801
Harris,Texas,16,0,0,0%,29.85762795,-95.39311138,2020-03-17 22:50 EDT,48,201,48.64,0.32894736842105265
Bexar,Texas,11,7,0,0%,29.44892069,-98.5200077,2020-03-17 22:50 EDT,48,029,42.26,0.26029342167534314
Fort Bend,Texas,10,1,0,0%,29.52745252,-95.77065084,2020-03-17 22:50 EDT,48,157,5.12,1.953125
Collin,Texas,8,0,0,0%,33.1968,-96.80393,2020-03-17 22:50 EDT,48,085,4.39,1.8223234624145788
Tarrant,Texas,6,1,1+1,16.7%,32.8173,-97.07655,2020-03-17 22:50 EDT,48,439,24.35,0.2464065708418891
Smith,Texas,5,1,0,0%,32.37505601,-95.26910259,2020-03-17 22:50 EDT,48,423,4.8,1.0416666666666667
Montgomery,Texas,4,0,0,0%,30.38862,-95.69633,2020-03-17 22:50 EDT,48,339,3.2,1.25
El Paso,Texas,3,0,0,0%,31.75916,-106.48749,2020-03-17 22:50 EDT,48,141,16.46,0.18226002430133656
Bell,Texas,3,1,0,0%,31.03765881,-97.47807382,2020-03-17 22:50 EDT,48,027,9.48,0.3164556962025316
