State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Maine,698,65,19,0,2.7%,State of Emergency,698,11608,,12306,4/13 11:45,23,44.693946999999994,-69.381927,2020-04-13 22:40 EDT
West Virginia,633,27,9,1,1.4%,State of Emergency,626,16029,,16655,4/13 10:00,54,38.491226,-80.954453,2020-04-13 22:40 EDT
Hawaii,504,5,9,0,1.8%,State of Emergency,499,18345,,18844,4/12 18:00,15,21.094317999999998,-157.49833700000002,2020-04-13 22:40 EDT
Montana,394,7,7,1,1.8%,State of Emergency,394,8704,,9098,4/13 13:11,30,46.921925,-110.454353,2020-04-13 22:40 EDT
North Dakota,331,23,8,0,2.4%,State of Emergency,331,10450,,10781,4/13 13:00,38,47.528912,-99.784012,2020-04-13 22:40 EDT
Alaska,277,5,8,0,2.9%,State of Emergency,277,7553,,7830,4/13 00:00,02,61.370716,-152.404419,2020-04-13 22:40 EDT
Wyoming,275,5,1,0,0.4%,State of Emergency,275,5689,,5964,4/13 15:00,56,42.755966,-107.30248999999999,2020-04-13 22:40 EDT
Guam,133,0,5,0,3.8%,State of Emergency,135,770,,905,4/13 08:00,66,13.421129,144.73972,2020-04-13 22:40 EDT
US Virgin Islands,51,0,1,0,2%,State of Emergency,51,322,2,375,4/12 21:30,78,17.752625,-64.73541999999999,2020-04-13 22:40 EDT
Northern Mariana Islands,11,0,2,0,18.2%,State of Emergency,11,27,9,47,4/12 00:00,,,,2020-04-13 22:40 EDT
