State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New York,33006,6617,366,95,1.1%,State of Emergency,30811,72668,,103479,3/25 11:45,36,42.165726,-74.948051,2020-03-25 22:25 EDT
New Jersey,4402,727,62,18,1.4%,State of Emergency,4402,10452,,14854,3/24 01:30,34,40.298904,-74.521011,2020-03-25 22:25 EDT
California,3150,519,67,14,2.1%,State of Emergency,2588,15741,48600,66929,3/24 17:00,06,36.116203000000006,-119.681564,2020-03-25 22:25 EDT
Washington,2600,131,133,8,5.1%,State of Emergency,2469,31712,,34181,3/24 21:06,53,47.400902,-121.490494,2020-03-25 22:25 EDT
Michigan,2298,505,43,19,1.9%,State of Emergency,2294,2069,,4363,3/25 15:00,26,43.326617999999996,-84.53609499999999,2020-03-25 22:25 EDT
Florida,1977,507,23,0,1.2%,State of Emergency,1682,15374,1233,18289,3/25 11:00,12,27.766278999999997,-81.68678299999999,2020-03-25 22:25 EDT
Illinois,1869,332,19,3,1%,State of Emergency,1884,12325,,14209,3/25 00:00,17,40.349457,-88.986137,2020-03-25 22:25 EDT
Massachusetts,1838,679,15,4,0.8%,State of Emergency,1838,17956,,19794,3/25 16:00,25,42.230171,-71.530106,2020-03-25 22:25 EDT
Louisiana,1795,408,65,19,3.6%,State of Emergency,1795,9656,,11451,3/25 13:00,22,31.169546,-91.867805,2020-03-25 22:25 EDT
Georgia,1404,307,47,9,3.3%,State of Emergency,1247,4932,,6179,3/25 12:00,13,33.040619,-83.643074,2020-03-25 22:25 EDT
Texas,1337,303,17,4,1.3%,State of Emergency,974,12520,,13494,3/25 12:30,48,31.054486999999998,-97.563461,2020-03-25 22:25 EDT
Pennsylvania,1284,338,15,7,1.2%,State of Emergency,1127,11193,,12320,3/25 12:00,42,40.590752,-77.209755,2020-03-25 22:25 EDT
Colorado,1087,176,20,12,1.8%,State of Emergency,912,6789,,7701,3/24 18:00,08,39.059810999999996,-105.311104,2020-03-25 22:25 EDT
Tennessee,917,137,3,1,0.3%,State of Emergency,784,11012,,11796,3/25 15:00,47,35.747845,-86.69234499999999,2020-03-25 22:25 EDT
Connecticut,875,257,19,7,2.2%,State of Emergency,875,5023,,5898,3/25 16:00,09,41.597782,-72.755371,2020-03-25 22:25 EDT
Ohio,704,138,11,3,1.6%,State of Emergency,704,14060,,14764,3/25 14:00,39,40.388783000000004,-82.764915,2020-03-25 22:25 EDT
Wisconsin,635,147,7,2,1.1%,State of Emergency,585,10089,,10674,3/25 16:00,55,44.268543,-89.616508,2020-03-25 22:25 EDT
North Carolina,621,100,2,2,0.3%,State of Emergency,504,9985,,10489,3/25 16:30,37,35.630066,-79.80641899999999,2020-03-25 22:25 EDT
Indiana,478,111,14,1,2.9%,State of Emergency,477,2879,,3356,3/25 00:59,18,39.849426,-86.258278,2020-03-25 22:25 EDT
Maryland,426,74,4,0,0.9%,State of Emergency,423,94,,517,3/25 10:00,24,39.063946,-76.80210100000001,2020-03-25 22:25 EDT
South Carolina,424,84,7,0,1.7%,State of Emergency,424,2303,,2727,3/24 19:30,45,33.856891999999995,-80.94500699999999,2020-03-25 22:25 EDT
Arizona,401,75,6,0,1.5%,State of Emergency,450,323,53,826,3/24 00:00,04,33.729759,-111.431221,2020-03-25 22:25 EDT
Virginia,399,95,13,4,3.3%,State of Emergency,391,4979,,5370,3/25 00:00,51,37.769337,-78.16996800000001,2020-03-25 22:25 EDT
Alabama,386,144,1,1,0.3%,State of Emergency,283,2529,,2812,3/25 11:30,01,32.806671,-86.79113000000001,2020-03-25 22:25 EDT
Mississippi,377,0,5,3,1.3%,State of Emergency,377,1566,,1943,3/24 20:00,28,32.741646,-89.678696,2020-03-25 22:25 EDT
Missouri,358,90,8,0,2.2%,State of Emergency,356,369,,725,3/24 16:00,29,38.456084999999995,-92.288368,2020-03-25 22:25 EDT
Utah,346,48,1,0,0.3%,State of Emergency,346,6491,,6837,3/25 15:00,49,40.150032,-111.86243400000001,2020-03-25 22:25 EDT
Nevada,323,17,6,0,1.9%,State of Emergency,321,4251,0,4572,3/25 02:59,32,38.313515,-117.055374,2020-03-25 22:25 EDT
Arkansas,308,77,2,0,0.6%,State of Emergency,280,1437,0,1717,3/25 09:19,05,34.969704,-92.37312299999999,2020-03-25 22:25 EDT
Minnesota,287,25,1,0,0.3%,State of Emergency,287,11188,,11475,3/25 00:00,27,45.694454,-93.900192,2020-03-25 22:25 EDT
Oregon,266,52,10,2,3.8%,State of Emergency,209,4350,,4559,3/24 11:00,41,44.572021,-122.07093799999998,2020-03-25 22:25 EDT
District of Columbia,231,44,3,1,1.3%,State of Emergency,183,1423,3,1609,3/24 19:30,11,38.897438,-77.02681700000001,2020-03-25 22:25 EDT
Kentucky,198,35,5,1,2.5%,State of Emergency,157,2865,,3022,3/24 17:00,21,37.66814,-84.670067,2020-03-25 22:25 EDT
Oklahoma,164,58,5,2,3%,State of Emergency,164,805,,969,3/25 08:00,40,35.565342,-96.928917,2020-03-25 22:25 EDT
Iowa,146,24,1,0,0.7%,State of Emergency,145,2578,,2723,3/25 00:00,19,42.011539,-93.210526,2020-03-25 22:25 EDT
Maine,142,24,0,0,0%,State of Emergency,149,3177,,3326,3/25 11:30,23,44.693946999999994,-69.381927,2020-03-25 22:25 EDT
Idaho,138,47,0,0,0%,State of Emergency,73,1887,,1960,3/24 19:00,16,44.240459,-114.47882800000001,2020-03-25 22:25 EDT
New Hampshire,137,29,1,0,0.7%,State of Emergency,108,2356,804,3268,3/25 13:30,33,43.452492,-71.563896,2020-03-25 22:25 EDT
Kansas,137,35,3,1,2.2%,State of Emergency,126,2360,,2486,3/25 12:00,20,38.5266,-96.726486,2020-03-25 22:25 EDT
