State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New York,53510,7386,834,238,1.6%,State of Emergency,52318,103616,,155934,3/28 13:15,36,42.165726,-74.948051,2020-03-28 22:01 EDT
New Jersey,11124,2299,140,32,1.3%,State of Emergency,11124,19386,,30510,3/28 13:30,34,40.298904,-74.521011,2020-03-28 22:01 EDT
California,5565,677,119,17,2.1%,State of Emergency,4643,20549,64400,89592,3/27 17:00,06,36.116203000000006,-119.681564,2020-03-28 22:01 EDT
Michigan,4658,1003,112,21,2.4%,State of Emergency,3657,9109,,12766,3/27 16:00,26,43.326617999999996,-84.53609499999999,2020-03-28 22:01 EDT
Washington,4310,584,189,14,4.4%,State of Emergency,3723,49015,,52738,3/27 18:30,53,47.400902,-121.490494,2020-03-28 22:01 EDT
Massachusetts,4257,1017,44,9,1%,State of Emergency,4257,30792,,35049,3/27 12:30,25,42.230171,-71.530106,2020-03-28 22:01 EDT
Florida,4038,840,56,10,1.4%,State of Emergency,3763,35366,,39129,3/28 12:00,12,27.766278999999997,-81.68678299999999,2020-03-28 22:01 EDT
Illinois,3495,467,47,13,1.3%,State of Emergency,3491,22000,,25491,3/28 00:00,17,40.349457,-88.986137,2020-03-28 22:01 EDT
Louisiana,3315,569,137,18,4.1%,State of Emergency,3315,21846,,25161,3/28 13:00,22,31.169546,-91.867805,2020-03-28 22:01 EDT
Pennsylvania,2909,527,35,9,1.2%,State of Emergency,2751,25254,,28005,3/28 12:00,42,40.590752,-77.209755,2020-03-28 22:01 EDT
Texas,2523,490,34,7,1.3%,State of Emergency,2052,23208,,25260,3/28 12:45,48,31.054486999999998,-97.563461,2020-03-28 22:01 EDT
Georgia,2446,248,79,14,3.2%,State of Emergency,2366,8685,,11051,3/28 11:27,13,33.040619,-83.643074,2020-03-28 22:01 EDT
Colorado,2061,290,44,13,2.1%,State of Emergency,1734,9942,,11676,3/27 18:00,08,39.059810999999996,-105.311104,2020-03-28 22:01 EDT
Connecticut,1524,233,33,6,2.2%,State of Emergency,1291,7109,,8400,3/27 13:30,09,41.597782,-72.755371,2020-03-28 22:01 EDT
Tennessee,1511,202,7,1,0.5%,State of Emergency,1373,16965,,18338,3/27 15:00,47,35.747845,-86.69234499999999,2020-03-28 22:01 EDT
Ohio,1406,267,25,5,1.8%,State of Emergency,1406,19012,,20418,3/28 14:00,39,40.388783000000004,-82.764915,2020-03-28 22:01 EDT
Indiana,1232,254,31,6,2.5%,State of Emergency,1232,7175,,8407,3/28 11:00,18,39.849426,-86.258278,2020-03-28 22:01 EDT
North Carolina,1061,112,5,0,0.5%,State of Emergency,935,16592,,17527,3/28 10:55,37,35.630066,-79.80641899999999,2020-03-28 22:01 EDT
Wisconsin,1055,184,17,3,1.6%,State of Emergency,989,15232,,16221,3/28 16:00,55,44.268543,-89.616508,2020-03-28 22:01 EDT
Maryland,995,215,10,5,1%,State of Emergency,992,11516,,12508,3/28 10:00,24,39.063946,-76.80210100000001,2020-03-28 22:01 EDT
Missouri,840,127,10,1,1.2%,State of Emergency,838,10082,,10920,3/28 15:00,29,38.456084999999995,-92.288368,2020-03-28 22:01 EDT
Arizona,773,110,15,2,1.9%,State of Emergency,873,7455,21,8349,3/28 00:00,04,33.729759,-111.431221,2020-03-28 22:01 EDT
Virginia,740,131,17,1,2.3%,State of Emergency,739,8427,,9166,3/28 00:00,51,37.769337,-78.16996800000001,2020-03-28 22:01 EDT
Alabama,702,63,9,5,1.3%,State of Emergency,696,4184,,4880,3/28 00:00,01,32.806671,-86.79113000000001,2020-03-28 22:01 EDT
Mississippi,663,84,13,5,2%,State of Emergency,663,2560,,3223,3/28 00:00,28,32.741646,-89.678696,2020-03-28 22:01 EDT
South Carolina,661,120,15,2,2.3%,State of Emergency,539,2408,,2947,3/27 16:32,45,33.856891999999995,-80.94500699999999,2020-03-28 22:01 EDT
