State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New York,103060,10317,2935,462,2.8%,State of Emergency,102863,168139,,271002,4/03 11:00,36,42.165726,-74.948051,2020-04-03 22:34 EDT
New Jersey,29895,4305,646,109,2.2%,State of Emergency,29895,37608,,67503,4/03 13:00,34,40.298904,-74.521011,2020-04-03 22:34 EDT
Michigan,12744,1953,479,62,3.8%,State of Emergency,12744,11893,,24637,4/03 11:00,26,43.326617999999996,-84.53609499999999,2020-04-03 22:34 EDT
California,12507,1377,279,33,2.2%,State of Emergency,10701,24599,59500,94800,4/02 00:00,06,36.116203000000006,-119.681564,2020-04-03 22:34 EDT
Massachusetts,10402,1436,192,38,1.8%,State of Emergency,10402,52560,,62962,4/03 12:30,25,42.230171,-71.530106,2020-04-03 22:34 EDT
Louisiana,10297,1138,370,60,3.6%,State of Emergency,10297,43348,,53645,4/03 13:00,22,31.169546,-91.867805,2020-04-03 22:34 EDT
Florida,10268,1260,170,26,1.7%,State of Emergency,9585,82137,1225,92947,4/03 11:30,12,27.766278999999997,-81.68678299999999,2020-04-03 22:34 EDT
Illinois,8904,1207,210,42,2.4%,State of Emergency,8904,39144,,48048,4/03 00:00,17,40.349457,-88.986137,2020-04-03 22:34 EDT
Pennsylvania,8570,1225,102,10,1.2%,State of Emergency,8420,53695,,62115,4/03 12:00,42,40.590752,-77.209755,2020-04-03 22:34 EDT
Washington,6967,372,295,22,4.2%,State of Emergency,6585,72833,,79418,4/02 02:59,53,47.400902,-121.490494,2020-04-03 22:34 EDT
Texas,6025,774,104,18,1.7%,State of Emergency,5330,50434,,55764,4/02 21:00,48,31.054486999999998,-97.563461,2020-04-03 22:34 EDT
Georgia,5967,524,198,24,3.3%,State of Emergency,5831,19434,,25265,4/03 11:28,13,33.040619,-83.643074,2020-04-03 22:34 EDT
Connecticut,4914,1090,131,20,2.7%,State of Emergency,4914,15101,,20015,4/03 15:30,09,41.597782,-72.755371,2020-04-03 22:34 EDT
Colorado,4173,431,111,14,2.7%,State of Emergency,3728,16683,,20411,4/02 18:00,08,39.059810999999996,-105.311104,2020-04-03 22:34 EDT
Indiana,3437,399,102,24,3%,State of Emergency,3437,14398,,17835,4/02 23:59,18,39.849426,-86.258278,2020-04-03 22:34 EDT
Ohio,3312,410,91,10,2.7%,State of Emergency,3312,35063,,38375,4/03 14:00,39,40.388783000000004,-82.764915,2020-04-03 22:34 EDT
Tennessee,3068,223,44,8,1.4%,State of Emergency,3067,34772,,37839,4/03 15:00,47,35.747845,-86.69234499999999,2020-04-03 22:34 EDT
Maryland,2758,427,43,6,1.6%,State of Emergency,2758,20932,,23690,4/03 10:00,24,39.063946,-76.80210100000001,2020-04-03 22:34 EDT
North Carolina,2336,295,29,8,1.2%,State of Emergency,2093,29505,,31598,4/03 13:55,37,35.630066,-79.80641899999999,2020-04-03 22:34 EDT
Missouri,2155,290,33,8,1.5%,State of Emergency,2113,19357,,21470,4/03 15:00,29,38.456084999999995,-92.288368,2020-04-03 22:34 EDT
Virginia,2012,310,47,6,2.3%,State of Emergency,2012,16993,,19005,4/03 09:00,51,37.769337,-78.16996800000001,2020-04-03 22:34 EDT
Wisconsin,2012,263,51,13,2.5%,State of Emergency,1912,22377,,24289,4/03 04:00,55,44.268543,-89.616508,2020-04-03 22:34 EDT
Arizona,1769,173,41,6,2.3%,State of Emergency,1769,22904,,24673,4/03 00:00,04,33.729759,-111.431221,2020-04-03 22:34 EDT
South Carolina,1700,146,34,3,2%,State of Emergency,1554,5441,,6995,4/02 16:04,45,33.856891999999995,-80.94500699999999,2020-04-03 22:34 EDT
Nevada,1559,207,43,5,2.8%,State of Emergency,1514,13018,,14532,4/03 09:30,32,38.313515,-117.055374,2020-04-03 22:34 EDT
Alabama,1535,265,38,11,2.5%,State of Emergency,1432,8187,,9619,4/03 00:00,01,32.806671,-86.79113000000001,2020-04-03 22:34 EDT
Mississippi,1358,0,29,0,2.1%,State of Emergency,1358,4753,,6111,4/02 19:00,28,32.741646,-89.678696,2020-04-03 22:34 EDT
Utah,1248,182,7,0,0.6%,State of Emergency,1246,23002,,24248,4/03 15:00,49,40.150032,-111.86243400000001,2020-04-03 22:34 EDT
Idaho,1013,122,10,1,1%,State of Emergency,891,7054,,7945,4/02 19:00,16,44.240459,-114.47882800000001,2020-04-03 22:34 EDT
Oklahoma,990,109,38,4,3.8%,State of Emergency,988,1315,,2303,4/03 08:00,40,35.565342,-96.928917,2020-04-03 22:34 EDT
Oregon,899,73,22,1,2.4%,State of Emergency,826,15259,,16085,4/02 11:00,41,44.572021,-122.07093799999998,2020-04-03 22:34 EDT
Kentucky,831,73,37,6,4.5%,State of Emergency,770,12034,,12804,4/02 17:00,21,37.66814,-84.670067,2020-04-03 22:34 EDT
Minnesota,789,47,22,4,2.8%,State of Emergency,789,23438,,24227,4/02 17:00,27,45.694454,-93.900192,2020-04-03 22:34 EDT
District of Columbia,757,0,15,0,2%,State of Emergency,757,4827,,5584,4/03 00:00,11,38.897438,-77.02681700000001,2020-04-03 22:34 EDT
Arkansas,738,51,12,0,1.6%,State of Emergency,704,8995,,9699,4/03 16:21,05,34.969704,-92.37312299999999,2020-04-03 22:34 EDT
Rhode Island,711,54,14,2,2%,State of Emergency,711,4412,,5123,4/03 15:50,44,41.680893,-71.51178,2020-04-03 22:34 EDT
Iowa,699,87,11,0,1.6%,State of Emergency,699,8754,,9453,4/03 16:30,19,42.011539,-93.210526,2020-04-03 22:34 EDT
Kansas,629,74,18,4,2.9%,State of Emergency,620,6454,,7074,4/03 12:00,20,38.5266,-96.726486,2020-04-03 22:34 EDT
New Hampshire,540,61,7,2,1.3%,State of Emergency,479,6575,114,7168,4/02 09:00,33,43.452492,-71.563896,2020-04-03 22:34 EDT
New Mexico,495,92,10,3,2%,State of Emergency,403,14375,,14778,4/02 00:00,35,34.840515,-106.24848200000001,2020-04-03 22:34 EDT
Delaware,450,57,14,2,3.1%,State of Emergency,450,4995,,5445,4/03 00:00,10,39.318523,-75.507141,2020-04-03 22:34 EDT
Maine,432,56,9,2,2.1%,State of Emergency,432,6088,,6520,4/03 12:00,23,44.693946999999994,-69.381927,2020-04-03 22:34 EDT
Vermont,389,51,17,0,4.4%,State of Emergency,389,4839,,5228,4/03 13:00,50,44.045876,-72.710686,2020-04-03 22:34 EDT
Puerto Rico,378,62,15,3,4%,State of Emergency,378,2049,1055,3482,4/03 07:00,72,18.24914,-66.62804,2020-04-03 22:34 EDT
Hawaii,319,36,3,1,0.9%,State of Emergency,285,10206,,10491,4/02 18:00,15,21.094317999999998,-157.49833700000002,2020-04-03 22:34 EDT
Nebraska,279,25,6,0,2.2%,State of Emergency,279,4487,11,4777,4/03 13:50,31,41.125370000000004,-98.26808199999999,2020-04-03 22:34 EDT
Montana,262,19,5,0,1.9%,State of Emergency,243,5333,,5576,4/03 10:00,30,46.921925,-110.454353,2020-04-03 22:34 EDT
Navajo Nation,241,0,7,0,2.9%,State of Emergency,,,,,,,,,2020-04-03 22:34 EDT
West Virginia,237,20,2,0,0.8%,State of Emergency,237,6130,,6367,4/03 10:00,54,38.491226,-80.954453,2020-04-03 22:34 EDT
South Dakota,187,22,2,0,1.1%,State of Emergency,187,4593,3,4783,4/03 13:21,46,44.299782,-99.438828,2020-04-03 22:34 EDT
North Dakota,173,14,3,0,1.7%,State of Emergency,173,5625,,5798,4/03 13:50,38,47.528912,-99.784012,2020-04-03 22:34 EDT
Wyoming,166,13,0,0,0%,State of Emergency,162,2704,,2866,4/03 10:42,56,42.755966,-107.30248999999999,2020-04-03 22:34 EDT
Alaska,157,14,3,0,1.9%,State of Emergency,157,5859,,6016,4/03 16:00,02,61.370716,-152.404419,2020-04-03 22:34 EDT
Guam,84,2,4,1,4.8%,State of Emergency,84,459,,543,4/03 09:45,66,13.421129,144.73972,2020-04-03 22:34 EDT
US Virgin Islands,38,1,0,0,0%,State of Emergency,38,154,56,248,4/03 14:30,78,17.752625,-64.73541999999999,2020-04-03 22:34 EDT
Northern Mariana Islands,8,0,1,0,12.5%,State of Emergency,8,13,10,31,4/02 18:30,,,,2020-04-03 22:34 EDT
