State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Oklahoma,1161,172,42,4,3.6%,State of Emergency,1159,1362,,2521,4/04 08:00,40,35.565342,-96.928917,2020-04-04 22:48 EDT
Idaho,1078,65,10,0,0.9%,State of Emergency,1013,7857,,8870,4/03 19:00,16,44.240459,-114.47882800000001,2020-04-04 22:48 EDT
Oregon,999,101,26,0,2.6%,State of Emergency,899,16535,,17434,4/03 12:00,41,44.572021,-122.07093799999998,2020-04-04 22:48 EDT
Kentucky,917,86,40,3,4.4%,State of Emergency,831,14741,,15572,4/03 17:00,21,37.66814,-84.670067,2020-04-04 22:48 EDT
District of Columbia,902,0,21,0,2.3%,State of Emergency,902,5536,,6438,4/03 00:00,11,38.897438,-77.02681700000001,2020-04-04 22:48 EDT
Minnesota,865,76,24,2,2.8%,State of Emergency,865,24558,,25423,4/04 12:00,27,45.694454,-93.900192,2020-04-04 22:48 EDT
Rhode Island,806,95,17,3,2.1%,State of Emergency,806,5584,,6390,4/04 00:00,44,41.680893,-71.51178,2020-04-04 22:48 EDT
Iowa,787,87,14,3,1.8%,State of Emergency,786,9454,,10240,4/04 00:00,19,42.011539,-93.210526,2020-04-04 22:48 EDT
Arkansas,743,5,14,2,1.9%,State of Emergency,743,9627,,10370,4/04 00:00,05,34.969704,-92.37312299999999,2020-04-04 22:48 EDT
Kansas,698,69,21,3,3%,State of Emergency,698,6880,,7578,4/04 12:00,20,38.5266,-96.726486,2020-04-04 22:48 EDT
New Hampshire,621,81,9,2,1.4%,State of Emergency,540,6965,94,7599,4/03 09:00,33,43.452492,-71.563896,2020-04-04 22:48 EDT
Delaware,593,143,14,0,2.4%,State of Emergency,593,5874,,6467,4/04 13:45,10,39.318523,-75.507141,2020-04-04 22:48 EDT
New Mexico,543,52,11,1,2%,State of Emergency,495,15137,,15632,4/03 00:00,35,34.840515,-106.24848200000001,2020-04-04 22:48 EDT
Vermont,461,72,20,3,4.3%,State of Emergency,461,5383,,5844,4/04 01:00,50,44.045876,-72.710686,2020-04-04 22:48 EDT
Maine,456,24,10,1,2.2%,State of Emergency,456,6088,,6544,4/04 11:00,23,44.693946999999994,-69.381927,2020-04-04 22:48 EDT
Puerto Rico,452,74,18,3,4%,State of Emergency,452,2065,1129,3646,4/04 07:00,72,18.24914,-66.62804,2020-04-04 22:48 EDT
Hawaii,351,32,3,0,0.9%,State of Emergency,319,11959,,12278,4/03 18:00,15,21.094317999999998,-157.49833700000002,2020-04-04 22:48 EDT
Nebraska,323,38,8,2,2.5%,State of Emergency,321,5058,10,5389,4/04 14:05,31,41.125370000000004,-98.26808199999999,2020-04-04 22:48 EDT
West Virginia,282,45,2,0,0.7%,State of Emergency,282,7404,,7686,4/04 10:00,54,38.491226,-80.954453,2020-04-04 22:48 EDT
Montana,281,19,6,1,2.1%,State of Emergency,265,5912,,6177,4/04 10:00,30,46.921925,-110.454353,2020-04-04 22:48 EDT
Navajo Nation,270,56,12,5,4.4%,State of Emergency,,,,,,,,,2020-04-04 22:48 EDT
South Dakota,212,25,2,0,0.9%,State of Emergency,212,5012,1,5225,4/03 18:00,46,44.299782,-99.438828,2020-04-04 22:48 EDT
Wyoming,187,21,0,0,0%,State of Emergency,187,2945,,3132,4/04 09:49,56,42.755966,-107.30248999999999,2020-04-04 22:48 EDT
North Dakota,186,13,3,0,1.6%,State of Emergency,186,6021,,6207,4/04 13:00,38,47.528912,-99.784012,2020-04-04 22:48 EDT
Alaska,171,14,5,0,2.9%,State of Emergency,171,5869,,6040,4/04 16:00,02,61.370716,-152.404419,2020-04-04 22:48 EDT
Guam,93,9,4,0,4.3%,State of Emergency,93,472,,565,4/04 06:45,66,13.421129,144.73972,2020-04-04 22:48 EDT
US Virgin Islands,42,2,0,0,0%,State of Emergency,40,184,42,266,4/03 23:30,78,17.752625,-64.73541999999999,2020-04-04 22:48 EDT
Northern Mariana Islands,8,0,1,0,12.5%,State of Emergency,8,13,10,31,4/03 13:30,,,,2020-04-04 22:48 EDT
