State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Alabama,3008,170,80,2,2.7%,State of Emergency,2968,18058,,21026,4/10 00:00,01,32.806671,-86.79113000000001,2020-04-10 22:54 EDT
Nevada,2603,110,102,17,3.9%,State of Emergency,2584,20165,,22749,4/10 10:30,32,38.313515,-117.055374,2020-04-10 22:54 EDT
Mississippi,2469,209,82,6,3.3%,State of Emergency,2469,18632,,21101,4/09 19:00,28,32.741646,-89.678696,2020-04-10 22:54 EDT
Utah,2103,126,17,4,0.8%,State of Emergency,2102,38660,,40762,4/10 15:00,49,40.150032,-111.86243400000001,2020-04-10 22:54 EDT
Rhode Island,2015,288,49,6,2.4%,State of Emergency,2015,12281,,14296,4/10 15:28,44,41.680893,-71.51178,2020-04-10 22:54 EDT
Oklahoma,1794,112,88,8,4.9%,State of Emergency,1794,20370,,22164,4/10 08:00,40,35.565342,-96.928917,2020-04-10 22:54 EDT
Kentucky,1693,241,90,11,5.3%,State of Emergency,1693,22595,,24288,4/10 17:00,21,37.66814,-84.670067,2020-04-10 22:54 EDT
District of Columbia,1660,137,38,6,2.3%,State of Emergency,1660,7695,,9355,4/10 10:00,11,38.897438,-77.02681700000001,2020-04-10 22:54 EDT
Idaho,1396,42,25,1,1.8%,State of Emergency,1353,11741,,13094,4/09 19:00,16,44.240459,-114.47882800000001,2020-04-10 22:54 EDT
Iowa,1388,118,31,2,2.2%,State of Emergency,1388,14565,,15953,4/10 00:00,19,42.011539,-93.210526,2020-04-10 22:54 EDT
Oregon,1371,51,48,5,3.5%,State of Emergency,1321,24306,,25627,4/09 11:00,41,44.572021,-122.07093799999998,2020-04-10 22:54 EDT
Minnesota,1336,94,57,7,4.3%,State of Emergency,1336,32558,,33894,4/09 17:00,27,45.694454,-93.900192,2020-04-10 22:54 EDT
Delaware,1326,117,32,9,2.4%,State of Emergency,1326,10415,,11741,4/10 14:00,10,39.318523,-75.507141,2020-04-10 22:54 EDT
Arkansas,1202,57,24,3,2%,State of Emergency,1171,15949,,17120,4/10 14:36,05,34.969704,-92.37312299999999,2020-04-10 22:54 EDT
Kansas,1178,67,50,10,4.2%,State of Emergency,1166,10248,,11414,4/10 09:30,20,38.5266,-96.726486,2020-04-10 22:54 EDT
New Mexico,1091,102,19,2,1.7%,State of Emergency,1091,26007,,27098,4/10 00:00,35,34.840515,-106.24848200000001,2020-04-10 22:54 EDT
New Hampshire,885,66,22,1,2.5%,State of Emergency,819,9139,155,10113,4/09 09:00,33,43.452492,-71.563896,2020-04-10 22:54 EDT
Puerto Rico,725,42,39,6,5.4%,State of Emergency,725,5121,1392,7238,4/10 06:00,72,18.24914,-66.62804,2020-04-10 22:54 EDT
Vermont,679,51,24,1,3.5%,State of Emergency,679,7553,,8232,4/10 11:00,50,44.045876,-72.710686,2020-04-10 22:54 EDT
Nebraska,647,71,17,2,2.6%,State of Emergency,635,8719,,9354,4/10 13:50,31,41.125370000000004,-98.26808199999999,2020-04-10 22:54 EDT
Maine,586,26,17,1,2.9%,State of Emergency,586,6088,,6674,4/10 12:00,23,44.693946999999994,-69.381927,2020-04-10 22:54 EDT
West Virginia,574,53,5,0,0.9%,State of Emergency,554,14001,,14555,4/10 10:00,54,38.491226,-80.954453,2020-04-10 22:54 EDT
Navajo Nation,558,0,22,0,3.9%,State of Emergency,,,,,,,,,2020-04-10 22:54 EDT
South Dakota,536,89,6,0,1.1%,State of Emergency,536,7111,,7647,4/09 18:00,46,44.299782,-99.438828,2020-04-10 22:54 EDT
Hawaii,465,23,8,2,1.7%,State of Emergency,442,15707,,16149,4/09 18:00,15,21.094317999999998,-157.49833700000002,2020-04-10 22:54 EDT
Montana,365,11,6,0,1.6%,State of Emergency,365,7932,,8297,4/10 11:25,30,46.921925,-110.454353,2020-04-10 22:54 EDT
North Dakota,278,9,6,1,2.2%,State of Emergency,278,9330,,9608,4/10 13:00,38,47.528912,-99.784012,2020-04-10 22:54 EDT
Wyoming,253,14,0,0,0%,State of Emergency,320,4736,,5056,4/09 18:00,56,42.755966,-107.30248999999999,2020-04-10 22:54 EDT
Alaska,246,11,7,0,2.8%,State of Emergency,246,7186,,7432,4/10 15:30,02,61.370716,-152.404419,2020-04-10 22:54 EDT
Guam,130,2,4,0,3.1%,State of Emergency,130,662,,792,4/09 20:45,66,13.421129,144.73972,2020-04-10 22:54 EDT
US Virgin Islands,50,0,1,0,2%,State of Emergency,50,273,45,368,4/09 21:30,78,17.752625,-64.73541999999999,2020-04-10 22:54 EDT
Northern Mariana Islands,11,0,2,0,18.2%,State of Emergency,11,27,9,47,4/10 00:00,,,,2020-04-10 22:54 EDT
