State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Idaho,525,93,8,0,1.5%,State of Emergency,415,5297,,5712,3/30 19:00,16,44.240459,-114.47882800000001,2020-03-31 22:50 EDT
Iowa,497,73,7,1,1.4%,State of Emergency,497,6888,,7385,3/31 00:00,19,42.011539,-93.210526,2020-03-31 22:50 EDT
District of Columbia,495,0,9,0,1.8%,State of Emergency,495,3262,2,3759,3/30 00:00,11,38.897438,-77.02681700000001,2020-03-31 22:50 EDT
Rhode Island,488,82,8,4,1.6%,State of Emergency,488,3476,,3964,3/31 00:00,44,41.680893,-71.51178,2020-03-31 22:50 EDT
Kansas,438,64,9,0,2.1%,State of Emergency,428,4996,,5424,3/31 11:00,20,38.5266,-96.726486,2020-03-31 22:50 EDT
New Hampshire,367,53,3,0,0.8%,State of Emergency,314,5413,65,5792,3/30 09:00,33,43.452492,-71.563896,2020-03-31 22:50 EDT
Delaware,319,55,10,3,3.1%,State of Emergency,406,3696,,4102,3/31 16:00,10,39.318523,-75.507141,2020-03-31 22:50 EDT
New Mexico,315,34,4,0,1.3%,State of Emergency,281,12246,,12527,3/31 00:00,35,34.840515,-106.24848200000001,2020-03-31 22:50 EDT
Maine,303,28,5,2,1.7%,State of Emergency,303,6088,,6391,3/31 10:30,23,44.693946999999994,-69.381927,2020-03-31 22:50 EDT
Vermont,293,54,13,1,4.4%,State of Emergency,293,3957,,4250,3/31 13:00,50,44.045876,-72.710686,2020-03-31 22:50 EDT
Puerto Rico,239,65,8,0,3.3%,State of Emergency,239,1195,854,2288,3/30 07:00,72,18.24914,-66.62804,2020-03-31 22:50 EDT
Hawaii,222,18,1,1,0.5%,State of Emergency,204,8471,11,8686,3/30 18:00,15,21.094317999999998,-157.49833700000002,2020-03-31 22:50 EDT
Montana,198,21,5,0,2.5%,State of Emergency,184,4234,,4418,3/31 10:00,30,46.921925,-110.454353,2020-03-31 22:50 EDT
Nebraska,177,24,4,1,2.3%,State of Emergency,172,2931,8,3111,3/31 14:00,31,41.125370000000004,-98.26808199999999,2020-03-31 22:50 EDT
West Virginia,162,17,1,0,0.6%,State of Emergency,162,3981,,4143,3/31 00:00,54,38.491226,-80.954453,2020-03-31 22:50 EDT
Navajo Nation,148,0,5,0,3.4%,State of Emergency,,,,,,,,,2020-03-31 22:50 EDT
Alaska,133,14,3,0,2.3%,State of Emergency,119,3594,,3713,3/30 19:00,02,61.370716,-152.404419,2020-03-31 22:50 EDT
North Dakota,122,13,3,0,2.5%,State of Emergency,126,4131,,4257,3/31 18:00,38,47.528912,-99.784012,2020-03-31 22:50 EDT
Wyoming,120,25,0,0,0%,State of Emergency,109,1999,,2108,3/31 10:37,56,42.755966,-107.30248999999999,2020-03-31 22:50 EDT
South Dakota,108,8,1,0,0.9%,State of Emergency,108,3609,0,3717,3/31 12:30,46,44.299782,-99.438828,2020-03-31 22:50 EDT
Guam,69,11,2,1,2.9%,State of Emergency,69,371,,440,3/31 07:55,66,13.421129,144.73972,2020-03-31 22:50 EDT
US Virgin Islands,30,0,0,0,0%,State of Emergency,30,126,24,180,3/30 17:00,78,17.752625,-64.73541999999999,2020-03-31 22:50 EDT
Northern Mariana Islands,2,0,0,0,0%,State of Emergency,2,,,2,3/30 18:30,,,,2020-03-31 22:50 EDT
