State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Colorado,5183,233,150,11,2.9%,State of Emergency,4950,20823,,25773,4/05 18:00,08,39.059810999999996,-105.311104,2020-04-06 22:49 EDT
Indiana,4956,532,143,14,2.9%,State of Emergency,4944,21247,,26191,4/06 14:00,18,39.849426,-86.258278,2020-04-06 22:49 EDT
Ohio,4453,410,142,23,3.2%,State of Emergency,4450,43928,,48378,4/06 14:00,39,40.388783000000004,-82.764915,2020-04-06 22:49 EDT
Maryland,4045,428,91,24,2.2%,State of Emergency,4045,25572,,29617,4/06 10:00,24,39.063946,-76.80210100000001,2020-04-06 22:49 EDT
Tennessee,3802,169,65,13,1.7%,State of Emergency,3802,43548,,47350,4/06 15:00,47,35.747845,-86.69234499999999,2020-04-06 22:49 EDT
North Carolina,3054,366,45,4,1.5%,State of Emergency,2870,37856,,40726,4/06 11:00,37,35.630066,-79.80641899999999,2020-04-06 22:49 EDT
Virginia,2878,239,66,12,2.3%,State of Emergency,2878,21643,,24521,4/05 17:00,51,37.769337,-78.16996800000001,2020-04-06 22:49 EDT
Missouri,2736,278,62,27,2.3%,State of Emergency,2722,27113,,29835,4/06 16:28,29,38.456084999999995,-92.288368,2020-04-06 22:49 EDT
Wisconsin,2511,191,85,10,3.4%,State of Emergency,2440,26574,,29014,4/06 16:00,55,44.268543,-89.616508,2020-04-06 22:49 EDT
Arizona,2456,187,65,0,2.6%,State of Emergency,2456,30078,,32534,4/06 00:00,04,33.729759,-111.431221,2020-04-06 22:49 EDT
South Carolina,2232,183,48,5,2.2%,State of Emergency,2049,16927,,18976,4/05 15:30,45,33.856891999999995,-80.94500699999999,2020-04-06 22:49 EDT
Alabama,2006,165,53,8,2.6%,State of Emergency,1968,12797,,14765,4/06 00:00,01,32.806671,-86.79113000000001,2020-04-06 22:49 EDT
Nevada,1970,134,46,0,2.3%,State of Emergency,1953,15676,,17629,4/06 10:00,32,38.313515,-117.055374,2020-04-06 22:49 EDT
Mississippi,1738,0,51,0,2.9%,State of Emergency,1738,18632,,20370,4/06 16:33,28,32.741646,-89.678696,2020-04-06 22:49 EDT
Utah,1680,81,13,5,0.8%,State of Emergency,1675,31719,,33394,4/05 15:00,49,40.150032,-111.86243400000001,2020-04-06 22:49 EDT
Oklahoma,1329,75,51,5,3.8%,State of Emergency,1327,1422,,2749,4/06 08:00,40,35.565342,-96.928917,2020-04-06 22:49 EDT
Idaho,1170,70,13,3,1.1%,State of Emergency,1101,9894,,10995,4/05 19:00,16,44.240459,-114.47882800000001,2020-04-06 22:49 EDT
Oregon,1132,65,29,2,2.6%,State of Emergency,1068,19556,,20624,4/05 11:00,41,44.572021,-122.07093799999998,2020-04-06 22:49 EDT
District of Columbia,1097,95,24,2,2.2%,State of Emergency,1097,6356,,7453,4/05 00:00,11,38.897438,-77.02681700000001,2020-04-06 22:49 EDT
Rhode Island,1082,160,27,2,2.5%,State of Emergency,1082,7399,,8481,4/06 00:00,44,41.680893,-71.51178,2020-04-06 22:49 EDT
Kentucky,1008,71,60,15,6%,State of Emergency,955,17812,,18767,4/05 17:00,21,37.66814,-84.670067,2020-04-06 22:49 EDT
Minnesota,986,51,30,2,3%,State of Emergency,986,27142,,28128,4/06 17:11,27,45.694454,-93.900192,2020-04-06 22:49 EDT
Iowa,946,77,25,3,2.6%,State of Emergency,946,10653,,11599,4/06 00:00,19,42.011539,-93.210526,2020-04-06 22:49 EDT
Arkansas,927,77,16,0,1.7%,State of Emergency,875,11970,,12845,4/06 14:35,05,34.969704,-92.37312299999999,2020-04-06 22:49 EDT
Kansas,849,93,25,3,2.9%,State of Emergency,845,8239,,9084,4/06 12:00,20,38.5266,-96.726486,2020-04-06 22:49 EDT
Delaware,783,110,15,1,1.9%,State of Emergency,673,6321,,6994,4/05 03:30,10,39.318523,-75.507141,2020-04-06 22:49 EDT
New Hampshire,715,46,9,0,1.3%,State of Emergency,669,7701,101,8471,4/05 09:00,33,43.452492,-71.563896,2020-04-06 22:49 EDT
New Mexico,686,62,12,0,1.7%,State of Emergency,624,18512,,19136,4/06 00:00,35,34.840515,-106.24848200000001,2020-04-06 22:49 EDT
Vermont,543,31,23,1,4.2%,State of Emergency,543,6090,,6633,4/06 13:00,50,44.045876,-72.710686,2020-04-06 22:49 EDT
Puerto Rico,513,38,21,1,4.1%,State of Emergency,513,3432,1000,4945,4/06 07:00,72,18.24914,-66.62804,2020-04-06 22:49 EDT
Maine,499,29,10,0,2%,State of Emergency,499,6088,,6587,4/06 11:00,23,44.693946999999994,-69.381927,2020-04-06 22:49 EDT
Nebraska,417,50,9,1,2.2%,State of Emergency,409,6378,8,6795,4/06 13:38,31,41.125370000000004,-98.26808199999999,2020-04-06 22:49 EDT
Hawaii,387,16,5,1,1.3%,State of Emergency,371,13155,,13526,4/05 18:00,15,21.094317999999998,-157.49833700000002,2020-04-06 22:49 EDT
Navajo Nation,354,0,14,0,4%,State of Emergency,,,,,,,,,2020-04-06 22:49 EDT
West Virginia,345,25,4,1,1.2%,State of Emergency,345,9595,,9940,4/06 10:00,54,38.491226,-80.954453,2020-04-06 22:49 EDT
Montana,319,22,6,0,1.9%,State of Emergency,299,6491,,6790,4/06 10:00,30,46.921925,-110.454353,2020-04-06 22:49 EDT
South Dakota,288,48,4,2,1.4%,State of Emergency,288,5732,0,6020,4/06 12:30,46,44.299782,-99.438828,2020-04-06 22:49 EDT
North Dakota,225,18,3,0,1.3%,State of Emergency,225,6988,,7213,4/06 13:05,38,47.528912,-99.784012,2020-04-06 22:49 EDT
Wyoming,212,12,0,0,0%,State of Emergency,210,3719,,3929,4/06 11:32,56,42.755966,-107.30248999999999,2020-04-06 22:49 EDT
Alaska,191,6,6,0,3.1%,State of Emergency,191,6692,,6883,4/06 14:45,02,61.370716,-152.404419,2020-04-06 22:49 EDT
Guam,113,1,4,0,3.5%,State of Emergency,113,505,,618,4/06 06:00,66,13.421129,144.73972,2020-04-06 22:49 EDT
US Virgin Islands,43,1,1,0,2.3%,State of Emergency,43,222,20,285,4/05 21:50,78,17.752625,-64.73541999999999,2020-04-06 22:49 EDT
Northern Mariana Islands,8,0,1,0,12.5%,State of Emergency,8,13,10,31,4/06 02:57,,,,2020-04-06 22:49 EDT
