State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New York,139876,8046,5489,731,3.9%,State of Emergency,138863,201195,,340058,4/06 00:00,36,42.165726,-74.948051,2020-04-07 22:42 EDT
New Jersey,44416,3326,1232,230,2.8%,State of Emergency,44416,50558,,94974,4/07 13:00,34,40.298904,-74.521011,2020-04-07 22:42 EDT
Michigan,18970,1751,845,118,4.5%,State of Emergency,18970,31362,,50332,4/07 11:00,26,43.326617999999996,-84.53609499999999,2020-04-07 22:42 EDT
California,17620,1257,453,56,2.6%,State of Emergency,15865,115364,14100,145329,4/07 18:00,06,36.116203000000006,-119.681564,2020-04-07 22:42 EDT
Louisiana,16284,1418,582,63,3.6%,State of Emergency,16284,58371,,74655,4/07 13:00,22,31.169546,-91.867805,2020-04-07 22:42 EDT
Massachusetts,15202,1365,356,96,2.3%,State of Emergency,15202,66142,,81344,4/07 12:30,25,42.230171,-71.530106,2020-04-07 22:42 EDT
Pennsylvania,14956,1750,250,71,1.7%,State of Emergency,14559,76719,,91278,4/07 13:00,42,40.590752,-77.209755,2020-04-07 22:42 EDT
Florida,14747,1118,296,42,2%,State of Emergency,14747,123415,1407,139569,4/07 16:36,12,27.766278999999997,-81.68678299999999,2020-04-07 22:42 EDT
Illinois,13553,1290,380,72,2.8%,State of Emergency,13549,55183,,68732,4/07 00:00,17,40.349457,-88.986137,2020-04-07 22:42 EDT
Texas,9187,1022,175,24,1.9%,State of Emergency,8262,80387,,88649,4/06 21:00,48,31.054486999999998,-97.563461,2020-04-07 22:42 EDT
Georgia,9156,1602,348,57,3.8%,State of Emergency,8818,24895,,33713,4/07 11:28,13,33.040619,-83.643074,2020-04-07 22:42 EDT
Washington,8696,312,408,25,4.7%,State of Emergency,8384,83391,,91775,4/06 21:30,53,47.400902,-121.490494,2020-04-07 22:42 EDT
Connecticut,7781,875,277,71,3.6%,State of Emergency,7781,21255,,29036,4/07 04:00,09,41.597782,-72.755371,2020-04-07 22:42 EDT
Indiana,5510,556,173,41,3.1%,State of Emergency,5507,23257,,28764,4/06 23:59,18,39.849426,-86.258278,2020-04-07 22:42 EDT
Colorado,5429,251,179,29,3.3%,State of Emergency,5172,21703,,26875,4/06 18:00,08,39.059810999999996,-105.311104,2020-04-07 22:42 EDT
Ohio,4782,338,167,25,3.5%,State of Emergency,4782,46056,,50838,4/07 14:00,39,40.388783000000004,-82.764915,2020-04-07 22:42 EDT
