County Name,State Name,Confirmed,New,Death,Fatality Rate,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Pearl River,Mississippi,1,0,0,0%,2020-03-14 12:04 EDT,28,109,1.36,0.7352941176470588
Copiah,Mississippi,1,0,0,0%,2020-03-14 12:04 EDT,28,029,1.03,0.970873786407767
Montgomery,Alabama,1,0,0,0%,2020-03-14 12:04 EDT,01,101,9.12,0.10964912280701755
Jefferson,Alabama,1,0,0,0%,2020-03-14 12:04 EDT,01,073,16.69,0.059916117435590166
Elmore,Alabama,1,0,0,0%,2020-03-14 12:04 EDT,01,051,5.02,0.19920318725099603
Tuscaloosa,Alabama,1,0,0,0%,2020-03-14 12:04 EDT,01,125,10.56,0.0946969696969697
Limestone,Alabama,1,0,0,0%,2020-03-14 12:04 EDT,01,083,2.7,0.37037037037037035
Gallatin,Montana,1,0,0,0%,2020-03-14 12:04 EDT,30,031,3.27,0.3058103975535168
Yellowstone,Montana,1,0,0,0%,2020-03-14 12:04 EDT,30,111,3.7,0.27027027027027023
Silver Bow,Montana,1,0,0,0%,2020-03-14 12:04 EDT,30,093,1,1.0
Lewis and Clark,Montana,1,0,0,0%,2020-03-14 12:04 EDT,30,049,1.96,0.5102040816326531
Tulsa,Oklahoma,2,0,0,0%,2020-03-14 12:04 EDT,40,143,9.86,0.20283975659229211
Jackson,Oklahoma,1,0,0,0%,2020-03-14 12:04 EDT,40,065,0.69,1.4492753623188408
Oklahoma,Oklahoma,1,0,0,0%,2020-03-14 12:04 EDT,40,109,15,0.06666666666666667
St. Louis,Missouri,2,0,0,0%,2020-03-14 12:04 EDT,29,189,19.33,0.10346611484738749
Greene,Missouri,1,0,0,0%,2020-03-14 12:04 EDT,29,077,11.28,0.08865248226950355
New Castle,Delaware,4,0,0,0%,2020-03-14 12:04 EDT,10,003,17.47,0.2289639381797367
Honolulu,Hawaii,2,0,0,0%,2020-03-14 12:04 EDT,15,003,35.94,0.05564830272676684
Kauai,Hawaii,1,0,0,0%,2020-03-14 12:04 EDT,15,007,1.19,0.8403361344537815
Androscoggin,Maine,1,0,0,0%,2020-03-14 12:04 EDT,23,001,2.88,0.3472222222222222
Bennington,Vermont,1,0,0,0%,2020-03-14 12:04 EDT,50,003,1.43,0.6993006993006994
Chittenden,Vermont,1,0,0,0%,2020-03-14 12:04 EDT,50,007,10.14,0.09861932938856015
Sheridan,Wyoming,1,0,0,0%,2020-03-14 12:04 EDT,56,033,1.04,0.9615384615384615
Fremont,Wyoming,1,0,0,0%,2020-03-14 12:04 EDT,56,013,1.04,0.9615384615384615
Ward,North Dakota,1,0,0,0%,2020-03-14 12:04 EDT,38,101,2.53,0.3952569169960475
Anchorage,Alaska,1,0,0,0%,2020-03-14 12:04 EDT,02,020,7.61,0.1314060446780552
Ada,Idaho,1,0,0,0%,2020-03-14 12:04 EDT,16,001,11.07,0.09033423667570009
Virginia Beach City,Virginia,2,0,0,0%,2020-03-14 12:04 EDT,51,810,9.62,0.2079002079002079
Alexandria City,Virginia,1,0,0,0%,2020-03-14 12:04 EDT,51,510,1.83,0.5464480874316939
Harrisonburg,Virginia,1,0,0,0%,2020-03-14 12:04 EDT,51,660,7.68,0.13020833333333334
Washington,District of Columbia,10,0,0,0%,2020-03-14 12:04 EDT,11,001,39.63,0.25233409033560433
