State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New Mexico,989,124,17,1,1.7%,State of Emergency,865,22942,,23807,4/08 00:00,35,34.840515,-106.24848200000001,2020-04-09 22:52 EDT
New Hampshire,819,31,21,3,2.6%,State of Emergency,788,8763,143,9694,4/08 09:00,33,43.452492,-71.563896,2020-04-09 22:52 EDT
Puerto Rico,683,63,33,9,4.8%,State of Emergency,683,4703,1304,6690,4/09 07:00,72,18.24914,-66.62804,2020-04-09 22:52 EDT
Vermont,628,23,23,0,3.7%,State of Emergency,628,7553,,8181,4/09 09:30,50,44.045876,-72.710686,2020-04-09 22:52 EDT
Nebraska,577,45,15,1,2.6%,State of Emergency,567,8116,,8683,4/09 13:36,31,41.125370000000004,-98.26808199999999,2020-04-09 22:52 EDT
Maine,560,23,16,2,2.9%,State of Emergency,560,6088,,6648,4/09 11:00,23,44.693946999999994,-69.381927,2020-04-09 22:52 EDT
Navajo Nation,558,76,22,3,3.9%,State of Emergency,,,,,,,,,2020-04-09 22:52 EDT
West Virginia,524,42,5,1,1%,State of Emergency,523,13340,,13863,4/09 17:00,54,38.491226,-80.954453,2020-04-09 22:52 EDT
South Dakota,447,54,6,0,1.3%,State of Emergency,447,6700,,7147,4/08 18:00,46,44.299782,-99.438828,2020-04-09 22:52 EDT
Hawaii,442,7,6,1,1.4%,State of Emergency,435,15316,,15751,4/08 18:00,15,21.094317999999998,-157.49833700000002,2020-04-09 22:52 EDT
Montana,354,22,6,0,1.7%,State of Emergency,354,7506,,7860,4/09 13:33,30,46.921925,-110.454353,2020-04-09 22:52 EDT
North Dakota,269,18,5,1,1.9%,State of Emergency,269,8721,,8990,4/09 13:00,38,47.528912,-99.784012,2020-04-09 22:52 EDT
Wyoming,239,9,0,0,0%,State of Emergency,230,3920,,4150,4/08 16:59,56,42.755966,-107.30248999999999,2020-04-09 22:52 EDT
Alaska,235,9,7,0,3%,State of Emergency,235,6988,,7223,4/09 16:00,02,61.370716,-152.404419,2020-04-09 22:52 EDT
Guam,128,3,4,0,3.1%,State of Emergency,128,593,,721,4/09 08:00,66,13.421129,144.73972,2020-04-09 22:52 EDT
US Virgin Islands,50,5,1,0,2%,State of Emergency,46,251,42,339,4/08 22:00,78,17.752625,-64.73541999999999,2020-04-09 22:52 EDT
Northern Mariana Islands,11,0,2,0,18.2%,State of Emergency,11,27,9,47,4/08 00:00,,,,2020-04-09 22:52 EDT
