State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Kentucky,163,39,4,0,2.5%,State of Emergency,124,1742,,1866,3/23 17:00,21,37.66814,-84.670067,2020-03-24 22:57 EDT
Iowa,125,20,1,1,0.8%,State of Emergency,124,2315,,2439,3/24 00:00,19,42.011539,-93.210526,2020-03-24 22:57 EDT
Rhode Island,124,18,0,0,0%,State of Emergency,106,1120,77,1303,3/23 00:00,44,41.680893,-71.51178,2020-03-24 22:57 EDT
Maine,118,12,0,0,0%,State of Emergency,125,3014,,3139,3/24 12:00,23,44.693946999999994,-69.381927,2020-03-24 22:57 EDT
New Hampshire,108,7,1,0,0.9%,State of Emergency,101,1447,869,2417,3/23 09:00,33,43.452492,-71.563896,2020-03-24 22:57 EDT
Oklahoma,106,25,3,1,2.8%,State of Emergency,106,735,,841,3/24 08:00,40,35.565342,-96.928917,2020-03-24 22:57 EDT
Delaware,104,16,0,0,0%,State of Emergency,91,36,,127,3/24 10:45,10,39.318523,-75.507141,2020-03-24 22:57 EDT
Kansas,100,20,2,0,2%,State of Emergency,98,2086,,2184,3/24 12:00,20,38.5266,-96.726486,2020-03-24 22:57 EDT
New Mexico,100,17,0,0,0%,State of Emergency,83,5890,,5973,3/23 00:00,35,34.840515,-106.24848200000001,2020-03-24 22:57 EDT
Vermont,95,20,7,2,7.4%,State of Emergency,95,1440,,1535,3/24 13:00,50,44.045876,-72.710686,2020-03-24 22:57 EDT
Hawaii,90,12,1,1,1.1%,State of Emergency,77,3589,,3666,3/23 18:00,15,21.094317999999998,-157.49833700000002,2020-03-24 22:57 EDT
Idaho,81,4,0,0,0%,State of Emergency,50,1887,,1937,3/23 19:00,16,44.240459,-114.47882800000001,2020-03-24 22:57 EDT
Nebraska,70,6,0,0,0%,State of Emergency,52,975,,1027,3/23 00:00,31,41.125370000000004,-98.26808199999999,2020-03-24 22:57 EDT
Montana,51,5,0,0,0%,State of Emergency,46,1643,,1689,3/24 10:00,30,46.921925,-110.454353,2020-03-24 22:57 EDT
Puerto Rico,39,8,2,0,5.1%,State of Emergency,39,268,42,349,3/23 07:00,72,18.24914,-66.62804,2020-03-24 22:57 EDT
North Dakota,36,4,0,0,0%,State of Emergency,34,1454,,1488,3/24 11:17,38,47.528912,-99.784012,2020-03-24 22:57 EDT
Alaska,36,0,0,0,0%,State of Emergency,36,986,,1022,3/23 19:00,02,61.370716,-152.404419,2020-03-24 22:57 EDT
West Virginia,36,14,0,0,0%,State of Emergency,20,610,0,630,3/23 00:00,54,38.491226,-80.954453,2020-03-24 22:57 EDT
Wyoming,34,6,0,0,0%,State of Emergency,29,710,,739,3/24 00:00,56,42.755966,-107.30248999999999,2020-03-24 22:57 EDT
Guam,32,3,1,0,3.1%,State of Emergency,32,201,,233,3/24 06:45,66,13.421129,144.73972,2020-03-24 22:57 EDT
South Dakota,30,2,1,0,3.3%,State of Emergency,30,790,268,1088,3/24 12:30,46,44.299782,-99.438828,2020-03-24 22:57 EDT
US Virgin Islands,17,0,0,0,0%,State of Emergency,17,,,17,3/23 20:30,78,17.752625,-64.73541999999999,2020-03-24 22:57 EDT
