State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Colorado,2307,247,47,3,2%,State of Emergency,2061,11215,,13276,3/28 18:00,08,39.059810999999996,-105.311104,2020-03-29 21:44 EDT
Connecticut,1993,469,34,1,1.7%,State of Emergency,1993,9907,,11900,3/29 12:30,09,41.597782,-72.755371,2020-03-29 21:44 EDT
Tennessee,1723,192,8,1,0.5%,State of Emergency,1537,19037,,20574,3/29 15:00,47,35.747845,-86.69234499999999,2020-03-29 21:44 EDT
Ohio,1653,247,29,1,1.8%,State of Emergency,1653,19012,,20665,3/29 14:00,39,40.388783000000004,-82.764915,2020-03-29 21:44 EDT
Indiana,1514,282,32,0,2.1%,State of Emergency,1514,8316,,9830,3/29 11:00,18,39.849426,-86.258278,2020-03-29 21:44 EDT
Maryland,1239,172,15,5,1.2%,State of Emergency,1239,12354,,13593,3/29 10:00,24,39.063946,-76.80210100000001,2020-03-29 21:44 EDT
North Carolina,1198,137,7,2,0.6%,State of Emergency,1040,17905,,18945,3/29 10:35,37,35.630066,-79.80641899999999,2020-03-29 21:44 EDT
Wisconsin,1164,109,18,1,1.5%,State of Emergency,1112,16550,,17662,3/29 16:00,55,44.268543,-89.616508,2020-03-29 21:44 EDT
Missouri,923,71,13,1,1.4%,State of Emergency,838,11547,,12385,3/28 15:00,29,38.456084999999995,-92.288368,2020-03-29 21:44 EDT
Nevada,920,181,15,1,1.6%,State of Emergency,738,8412,,9150,3/28 21:00,32,38.313515,-117.055374,2020-03-29 21:44 EDT
Arizona,919,147,17,2,1.8%,State of Emergency,919,12953,,13872,3/29 00:00,04,33.729759,-111.431221,2020-03-29 21:44 EDT
Virginia,890,150,24,7,2.7%,State of Emergency,890,9719,,10609,3/29 00:00,51,37.769337,-78.16996800000001,2020-03-29 21:44 EDT
Alabama,827,107,10,0,1.2%,State of Emergency,806,4184,,4990,3/29 00:00,01,32.806671,-86.79113000000001,2020-03-29 21:44 EDT
South Carolina,774,114,16,1,2.1%,State of Emergency,774,3015,,3789,3/29 15:30,45,33.856891999999995,-80.94500699999999,2020-03-29 21:44 EDT
Mississippi,759,1,14,0,1.8%,State of Emergency,758,2560,,3318,3/28 19:00,28,32.741646,-89.678696,2020-03-29 21:44 EDT
Utah,724,118,2,0,0.3%,State of Emergency,719,13274,,13993,3/29 15:00,49,40.150032,-111.86243400000001,2020-03-29 21:44 EDT
Oregon,549,70,13,0,2.4%,State of Emergency,548,10878,,11426,3/29 11:00,41,44.572021,-122.07093799999998,2020-03-29 21:44 EDT
Minnesota,503,62,9,4,1.8%,State of Emergency,503,17154,,17657,3/29 00:00,27,45.694454,-93.900192,2020-03-29 21:44 EDT
Kentucky,439,45,9,0,2.1%,State of Emergency,394,5147,,5541,3/28 17:00,21,37.66814,-84.670067,2020-03-29 21:44 EDT
Oklahoma,431,54,16,1,3.7%,State of Emergency,429,1205,,1634,3/29 08:00,40,35.565342,-96.928917,2020-03-29 21:44 EDT
Arkansas,426,20,6,1,1.4%,State of Emergency,426,3027,,3453,3/29 11:10,05,34.969704,-92.37312299999999,2020-03-29 21:44 EDT
District of Columbia,342,0,5,0,1.5%,State of Emergency,342,2469,1,2812,3/28 19:45,11,38.897438,-77.02681700000001,2020-03-29 21:44 EDT
Iowa,336,38,4,0,1.2%,State of Emergency,336,5013,,5349,3/29 00:00,19,42.011539,-93.210526,2020-03-29 21:44 EDT
Kansas,330,62,7,2,2.1%,State of Emergency,319,4194,,4513,3/29 11:00,20,38.5266,-96.726486,2020-03-29 21:44 EDT
Idaho,324,59,6,0,1.9%,State of Emergency,261,4021,,4282,3/28 18:55,16,44.240459,-114.47882800000001,2020-03-29 21:44 EDT
Rhode Island,294,55,3,1,1%,State of Emergency,294,2541,,2835,3/29 12:47,44,41.680893,-71.51178,2020-03-29 21:44 EDT
New Hampshire,258,44,3,1,1.2%,State of Emergency,214,4524,285,5023,3/28 09:00,33,43.452492,-71.563896,2020-03-29 21:44 EDT
Maine,253,42,3,2,1.2%,State of Emergency,253,3394,,3647,3/29 14:20,23,44.693946999999994,-69.381927,2020-03-29 21:44 EDT
New Mexico,237,30,2,0,0.8%,State of Emergency,237,10769,,11006,3/29 00:00,35,34.840515,-106.24848200000001,2020-03-29 21:44 EDT
Vermont,235,24,12,0,5.1%,State of Emergency,235,3466,,3701,3/29 13:00,50,44.045876,-72.710686,2020-03-29 21:44 EDT
Delaware,232,18,6,1,2.6%,State of Emergency,232,36,,268,3/29 00:00,10,39.318523,-75.507141,2020-03-29 21:44 EDT
Hawaii,175,26,0,0,0%,State of Emergency,151,6849,4,7004,3/28 18:00,15,21.094317999999998,-157.49833700000002,2020-03-29 21:44 EDT
Montana,161,14,1,0,0.6%,State of Emergency,154,4143,,4297,3/29 10:00,30,46.921925,-110.454353,2020-03-29 21:44 EDT
Puerto Rico,127,27,5,2,3.9%,State of Emergency,127,841,817,1785,3/29 07:00,72,18.24914,-66.62804,2020-03-29 21:44 EDT
West Virginia,124,11,1,1,0.8%,State of Emergency,113,2705,0,2818,3/28 00:00,54,38.491226,-80.954453,2020-03-29 21:44 EDT
Nebraska,120,12,2,0,1.7%,State of Emergency,108,1968,4,2080,3/28 20:05,31,41.125370000000004,-98.26808199999999,2020-03-29 21:44 EDT
Alaska,111,9,2,0,1.8%,State of Emergency,102,3232,,3334,3/28 19:00,02,61.370716,-152.404419,2020-03-29 21:44 EDT
North Dakota,98,4,1,0,1%,State of Emergency,98,3355,,3453,3/29 12:00,38,47.528912,-99.784012,2020-03-29 21:44 EDT
South Dakota,90,22,1,0,1.1%,State of Emergency,90,3127,1,3218,3/29 12:30,46,44.299782,-99.438828,2020-03-29 21:44 EDT
Wyoming,87,3,0,0,0%,State of Emergency,86,1554,,1640,3/29 00:00,56,42.755966,-107.30248999999999,2020-03-29 21:44 EDT
Guam,56,1,1,0,1.8%,State of Emergency,56,334,,390,3/29 04:00,66,13.421129,144.73972,2020-03-29 21:44 EDT
US Virgin Islands,23,0,0,0,0%,State of Emergency,23,123,37,183,3/28 19:00,78,17.752625,-64.73541999999999,2020-03-29 21:44 EDT
Northern Mariana Islands,2,2,0,0,0%,State of Emergency,2,,,2,3/29 01:30,,,,2020-03-29 21:44 EDT
