County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
San Mateo,California,41,10,1,2.4%,37.54704,-122.31485,2020-03-16 23:13 EDT,06,081,8.82,4.648526077097506
San Francisco,California,40,3,0,0%,37.77712,-122.41964,2020-03-16 23:13 EDT,06,075,24.24,1.6501650165016504
Contra Costa,California,34,0,0,0%,37.91793732,-121.9259354,2020-03-16 23:13 EDT,06,013,10.61,3.2045240339302548
Sacramento,California,33,1,2+1,6.1%,38.57944000000001,-121.49085,2020-03-16 23:13 EDT,06,067,22.16,1.4891696750902528
Orange,California,22,5,0,0%,33.78787,-117.85071,2020-03-16 23:13 EDT,06,059,44.93,0.48965056754952146
Alameda,California,18,3,0,0%,37.76683,-122.2453,2020-03-16 23:13 EDT,06,001,36.42,0.4942339373970346
Riverside,California,15,1,2+2,13.3%,33.98171,-117.37404,2020-03-16 23:13 EDT,06,065,33.32,0.4501800720288115
Santa Cruz,California,9,2,0,0%,36.97424,-122.03098,2020-03-16 23:13 EDT,06,087,14.05,0.6405693950177935
Marin,California,9,0,0,0%,38.07188727,-122.7195348,2020-03-16 23:13 EDT,06,041,8.22,1.094890510948905
San Joaquin,California,8,0,0,0%,37.93479557,-121.2713112,2020-03-16 23:13 EDT,06,077,15.02,0.5326231691078562
Solano,California,7,0,0,0%,38.27793363,-121.9272405,2020-03-16 23:13 EDT,06,095,11.4,0.6140350877192983
Sonoma,California,5,0,0,0%,38.29188,-122.45728,2020-03-16 23:13 EDT,06,097,10.92,0.45787545787545786
Placer,California,5,0,1,20%,39.05913563,-120.7536328,2020-03-16 23:13 EDT,06,061,3.96,1.2626262626262625
Ventura,California,4,0,0,0%,34.28082,-119.29232,2020-03-16 23:13 EDT,06,111,11.37,0.3518029903254178
San Benito,California,3,0,0,0%,36.50506,-121.08332,2020-03-16 23:13 EDT,06,069,0.29,10.344827586206897
Stanislaus,California,3,1,0,0%,37.55932622,-120.9976619,2020-03-16 23:13 EDT,06,099,6.46,0.46439628482972134
San Luis Obispo,California,3,1,0,0%,35.28579000000001,-120.66275,2020-03-16 23:13 EDT,06,079,16.23,0.18484288354898337
Yolo,California,2,0,0,0%,38.73431,-121.81279,2020-03-16 23:13 EDT,06,113,10.17,0.19665683382497542
Fresno,California,2,1,0,0%,36.74084000000001,-119.78552,2020-03-16 23:13 EDT,06,019,16.96,0.11792452830188678
Calaveras,California,2,0,0,0%,38.20473567,-120.5540655,2020-03-16 23:13 EDT,06,009,0.49,4.081632653061225
Tulare,California,2,0,0,0%,36.20649,-119.34305,2020-03-16 23:13 EDT,06,107,5.05,0.39603960396039606
Imperial,California,2,0,0,0%,32.84748,-115.56952,2020-03-16 23:13 EDT,06,025,9.05,0.22099447513812154
Humboldt,California,1,0,0,0%,40.69879803,-123.8737147,2020-03-16 23:13 EDT,06,023,5.55,0.1801801801801802
Madera,California,1,0,0,0%,36.96205,-120.06399,2020-03-16 23:13 EDT,06,039,7.91,0.1264222503160556
Shasta,California,1,0,0,0%,40.59828,-122.49095,2020-03-16 23:13 EDT,06,089,2.83,0.35335689045936397
San Bernardino,California,1,0,0,0%,34.10524,-117.29412,2020-03-16 23:13 EDT,06,071,37.61,0.026588673225206062
Santa Barbara,California,1,0,0,0%,34.41938,-119.69905,2020-03-16 23:13 EDT,06,083,19.63,0.05094243504839532
Nevada,California,1,1,0,0%,34.06589,-117.21746,2020-03-16 23:13 EDT,06,057,1.18,0.8474576271186441
Middlesex,Massachusetts,83,8,0,0%,42.48559407,-71.3917913,2020-03-16 23:13 EDT,25,017,56.81,1.4610103854955112
Suffolk,Massachusetts,36,5,0,0%,42.33189157,-71.07537429,2020-03-16 23:13 EDT,25,025,50.68,0.7103393843725335
Norfolk,Massachusetts,36,5,0,0%,42.11941,-71.33083,2020-03-16 23:13 EDT,25,021,17.05,2.1114369501466275
Berkshire,Massachusetts,11,2,0,0%,42.51105,-73.19426,2020-03-16 23:13 EDT,25,003,5.89,1.867572156196944
Essex,Massachusetts,8,2,0,0%,42.63251,-70.78113,2020-03-16 23:13 EDT,25,009,19.53,0.40962621607782895
Worcester,Massachusetts,6,0,0,0%,42.26341,-71.80219,2020-03-16 23:13 EDT,25,027,28.28,0.21216407355021216
Plymouth,Massachusetts,3,2,0,0%,41.92808,-70.6568,2020-03-16 23:13 EDT,25,023,11.37,0.2638522427440633
Bristol,Massachusetts,2,1,0,0%,41.79836956,-71.11428121,2020-03-16 23:13 EDT,25,005,15.52,0.1288659793814433
Barnstable,Massachusetts,1,0,0,0%,41.70194,-70.30442,2020-03-16 23:13 EDT,25,001,4.11,0.24330900243309
Hampden,Massachusetts,1,0,0,0%,42.06363,-72.41645,2020-03-16 23:13 EDT,25,013,15.13,0.06609385327164573
Bergen,New Jersey,61,32,2+1,3.3%,40.95949149,-74.074442,2020-03-16 23:13 EDT,34,003,10.44,5.842911877394636
Hudson,New Jersey,20,8,0,0%,40.74034231,-74.07410970000002,2020-03-16 23:13 EDT,34,017,9.48,2.109704641350211
Essex,New Jersey,20,9,0,0%,40.78779259,-74.24760059,2020-03-16 23:13 EDT,34,013,23.48,0.8517887563884157
Middlesex,New Jersey,17,0,0,0%,40.57936,-74.50067,2020-03-16 23:13 EDT,34,023,23.36,0.7277397260273972
Monmouth,New Jersey,14,2,1,7.1%,40.2600411,-74.22194634,2020-03-16 23:13 EDT,34,025,6.78,2.0648967551622417
Passaic,New Jersey,8,3,0,0%,40.86034,-74.12374,2020-03-16 23:13 EDT,34,031,10.23,0.7820136852394917
Union,New Jersey,8,4,0,0%,40.69635,-74.26957,2020-03-16 23:13 EDT,34,039,6.56,1.2195121951219512
Morris,New Jersey,6,2,0,0%,40.86201902,-74.5442741,2020-03-16 23:13 EDT,34,027,8.57,0.7001166861143524
Mercer,New Jersey,6,5,0,0%,40.28331911,-74.70157374,2020-03-16 23:13 EDT,34,021,20.37,0.29455081001472755
Burlington,New Jersey,5,0,0,0%,40.07687,-74.85775,2020-03-16 23:13 EDT,34,005,11.74,0.42589437819420783
Somerset,New Jersey,5,0,0,0%,40.49859,-74.52249,2020-03-16 23:13 EDT,34,035,5.28,0.9469696969696969
Camden,New Jersey,3,1,0,0%,39.94525,-75.11913,2020-03-16 23:13 EDT,34,007,7.5,0.4
Ocean,New Jersey,3,0,0,0%,39.90927434,-74.2969653,2020-03-16 23:13 EDT,34,029,6.88,0.436046511627907
Hunterdon,New Jersey,1,0,0,0%,40.56725317,-74.91217921,2020-03-16 23:13 EDT,34,019,3.68,0.2717391304347826
Broward,Florida,39,3,0,0%,26.15224542,-80.48705340000002,2020-03-16 23:13 EDT,12,011,16.3,2.392638036809816
Miami-Dade,Florida,23,10,0,0%,25.61418208,-80.5679083,2020-03-16 23:13 EDT,12,086,42.23,0.5446365143263083
Palm Beach,Florida,8,3,0,0%,26.70288,-80.03661,2020-03-16 23:13 EDT,12,099,21.63,0.3698566805362922
Volusia,Florida,7,2,0,0%,29.16934,-81.52251,2020-03-16 23:13 EDT,12,127,14.43,0.4851004851004851
Collier,Florida,6,1,0,0%,26.11625563,-81.34013334,2020-03-16 23:13 EDT,12,021,4.55,1.3186813186813187
Manatee,Florida,5,1,0,0%,27.49643,-82.53954,2020-03-16 23:13 EDT,12,081,4.81,1.0395010395010396
Hillsborough,Florida,5,1,0,0%,27.93023096,-82.30785534,2020-03-16 23:13 EDT,12,057,22.98,0.2175805047867711
Duval,Florida,5,1,0,0%,30.47844000000001,-81.62557,2020-03-16 23:13 EDT,12,031,20.81,0.2402691013935608
Lee,Florida,4,0,2,50%,26.57965162,-81.82468531,2020-03-16 23:13 EDT,12,071,8.48,0.4716981132075471
Pinellas,Florida,4,2,0,0%,27.9313392,-82.72194025,2020-03-16 23:13 EDT,12,103,19.85,0.20151133501259444
Seminole,Florida,4,3,0,0%,28.71700144,-81.23632262,2020-03-16 23:13 EDT,12,117,3.51,1.1396011396011396
Osceola,Florida,4,3,0,0%,28.06812578,-81.14519655,2020-03-16 23:13 EDT,12,097,3.25,1.2307692307692308
Clay,Florida,3,0,0,0%,29.98305516,-81.85778209,2020-03-16 23:13 EDT,12,019,1.25,2.4
Orange,Florida,3,1,1,33.3%,41.33141,-74.35667,2020-03-16 23:13 EDT,12,095,35.27,0.08505812305075133
Sarasota,Florida,3,2,0,0%,27.33889000000001,-82.53886999999997,2020-03-16 23:13 EDT,12,115,5.94,0.505050505050505
Pasco,Florida,2,0,0,0%,28.32453,-82.33624,2020-03-16 23:13 EDT,12,101,5.81,0.34423407917383825
Alachua,Florida,2,1,0,0%,29.79309000000001,-82.49428,2020-03-16 23:13 EDT,12,001,14.49,0.13802622498274672
St. Johns,Florida,2,1,0,0%,30.12051,-81.62536,2020-03-16 23:13 EDT,12,109,3.04,0.6578947368421053
Santa Rosa,Florida,1,0,1,100%,30.73147611,-87.01761385,2020-03-16 23:13 EDT,12,113,6.04,0.16556291390728478
Charlotte,Florida,1,0,0,0%,26.90848328,-81.90343918,2020-03-16 23:13 EDT,12,015,3.17,0.31545741324921134
Okaloosa,Florida,1,0,0,0%,30.70702353,-86.59650821,2020-03-16 23:13 EDT,12,091,4.72,0.21186440677966104
Nassau,Florida,1,0,0,0%,30.61077673,-81.80173997,2020-03-16 23:13 EDT,12,089,0.54,1.8518518518518516
Citrus,Florida,1,0,0,0%,28.8507789,-82.46594866,2020-03-16 23:13 EDT,12,017,2.25,0.4444444444444444
Escambia,Florida,1,1,0,0%,30.70048477500007,-87.37722153999994,2020-03-16 23:13 EDT,12,033,17.84,0.05605381165919283
Brevard,Florida,1,1,0,0%,28.293484186000057,-80.73235631099999,2020-03-16 23:13 EDT,12,009,6.72,0.1488095238095238
Denver,Colorado,25,0,0,0%,39.74001,-104.99202,2020-03-16 23:13 EDT,08,031,16.31,1.5328019619865114
Eagle,Colorado,24,0,0,0%,39.65565,-106.82788,2020-03-16 23:13 EDT,08,037,0.08,300.0
Arapahoe,Colorado,15,0,0,0%,39.64976719,-104.3392044,2020-03-16 23:13 EDT,08,005,4.3,3.488372093023256
Jefferson,Colorado,12,0,0,0%,39.58643164,-105.2504022,2020-03-16 23:13 EDT,08,059,8.76,1.36986301369863
Pitkin,Colorado,11,0,0,0%,39.21712515,-106.9167355,2020-03-16 23:13 EDT,08,097,0.07,157.14285714285714
Douglas,Colorado,8,0,0,0%,39.32966642,-104.9295706,2020-03-16 23:13 EDT,08,035,0.63,12.698412698412698
Gunnison,Colorado,8,0,0,0%,38.54526,-106.92692,2020-03-16 23:13 EDT,08,051,1.1,7.2727272727272725
Boulder,Colorado,7,0,0,0%,40.01574,-105.27924,2020-03-16 23:13 EDT,08,013,11.63,0.6018916595012898
Adams,Colorado,6,0,0,0%,39.87375914,-104.3366349,2020-03-16 23:13 EDT,08,001,4.46,1.345291479820628
Weld,Colorado,5,0,0,0%,40.55477273,-104.3924353,2020-03-16 23:13 EDT,08,123,4.95,1.0101010101010102
El Paso,Colorado,4,0,1,25%,38.83212691,-104.5255141,2020-03-16 23:13 EDT,08,041,20.3,0.19704433497536944
Summit,Colorado,1,0,0,0%,39.6341694,-106.1163607,2020-03-16 23:13 EDT,08,117,0.27,3.7037037037037033
Larimer,Colorado,1,0,0,0%,40.66645245,-105.4609363,2020-03-16 23:13 EDT,08,069,9.37,0.10672358591248667
Pueblo,Colorado,1,0,0,0%,38.26375,-104.61252,2020-03-16 23:13 EDT,08,101,4.51,0.22172949002217296
Routt,Colorado,1,0,0,0%,40.48499792,-106.9912189,2020-03-16 23:13 EDT,08,107,0.34,2.941176470588235
Mesa,Colorado,1,0,0,0%,39.16616,-108.13889,2020-03-16 23:13 EDT,08,077,4.66,0.2145922746781116
Garfield,Colorado,1,0,0,0%,39.59922654,-107.9040019,2020-03-16 23:13 EDT,08,045,0.88,1.1363636363636365
Clear Creek,Colorado,1,0,0,0%,39.68905313,-105.6443322,2020-03-16 23:13 EDT,08,019,0.08,12.5
Orleans,Louisiana,79,5,3+1,3.8%,30.03843182,-89.90055149,2020-03-16 23:13 EDT,22,071,13.45,5.873605947955391
Jefferson,Louisiana,16,2,0,0%,29.9596,-90.17182,2020-03-16 23:13 EDT,22,051,3.31,4.833836858006042
St. Tammany,Louisiana,5,1,0,0%,30.39408,-89.89506999999998,2020-03-16 23:13 EDT,22,103,1.28,3.90625
Caddo,Louisiana,3,1,0,0%,32.75632,-93.97374,2020-03-16 23:13 EDT,22,017,6.25,0.48
St. Charles,Louisiana,3,0,0,0%,29.9052798,-90.3824403,2020-03-16 23:13 EDT,22,089,0.59,5.084745762711865
Terrebonne,Louisiana,3,1,0,0%,29.43006669,-90.87546183,2020-03-16 23:13 EDT,22,109,1.48,2.027027027027027
Lafourche,Louisiana,2,1,0,0%,29.765290000000004,-90.76881,2020-03-16 23:13 EDT,22,057,1.63,1.2269938650306749
Bossier,Louisiana,1,0,0,0%,32.67886191,-93.60531071,2020-03-16 23:13 EDT,22,015,2.55,0.3921568627450981
St. John the Baptist,Louisiana,1,0,0,0%,30.07866499,-90.54541322,2020-03-16 23:13 EDT,22,095,0.47,2.127659574468085
St. Bernard,Louisiana,1,0,0,0%,29.86715,-89.85868,2020-03-16 23:13 EDT,22,087,0.29,3.4482758620689657
Ascension,Louisiana,1,1,0,0%,30.20549338,-90.9088583,2020-03-16 23:13 EDT,22,005,0.79,1.2658227848101264
Fulton,Georgia,27,7,0,0%,33.79024066,-84.46711002,2020-03-16 23:13 EDT,13,121,34.25,0.7883211678832117
Cobb,Georgia,22,3,1,4.5%,33.9414802,-84.57663741,2020-03-16 23:13 EDT,13,067,9.33,2.357984994640943
DeKalb,Georgia,10,0,0,0%,33.77153731,-84.22646531,2020-03-16 23:13 EDT,13,089,11.52,0.8680555555555556
Bartow,Georgia,9,0,0,0%,34.23764397,-84.84072940000001,2020-03-16 23:13 EDT,13,015,0.98,9.183673469387756
Cherokee,Georgia,7,0,0,0%,34.24398966,-84.47624414,2020-03-16 23:13 EDT,13,057,1.73,4.046242774566474
Dougherty,Georgia,6,0,0,0%,31.53332494,-84.21629439,2020-03-16 23:13 EDT,13,095,6.92,0.8670520231213873
Gwinnett,Georgia,5,0,0,0%,33.96118879,-84.0235873,2020-03-16 23:13 EDT,13,135,5.57,0.8976660682226212
Fayette,Georgia,5,0,0,0%,33.413909100000005,-84.49427247,2020-03-16 23:13 EDT,13,113,0.46,10.869565217391305
Clayton,Georgia,5,0,0,0%,33.54197299,-84.35769948,2020-03-16 23:13 EDT,13,063,4.7,1.0638297872340425
Floyd,Georgia,4,0,0,0%,34.26324245,-85.21452762,2020-03-16 23:13 EDT,13,115,3.76,1.0638297872340425
Lowndes,Georgia,3,0,0,0%,30.83362831,-83.26769554,2020-03-16 23:13 EDT,13,185,5.99,0.5008347245409015
Clarke,Georgia,3,0,0,0%,33.95110572,-83.36741217,2020-03-16 23:13 EDT,13,059,10.11,0.2967359050445104
Lee,Georgia,2,0,0,0%,31.77959716,-84.14088023,2020-03-16 23:13 EDT,13,177,0.93,2.150537634408602
Gordon,Georgia,2,0,0,0%,34.50319646,-84.87587883,2020-03-16 23:13 EDT,13,129,0.65,3.0769230769230766
Coweta,Georgia,2,0,0,0%,33.35360269,-84.76336691,2020-03-16 23:13 EDT,13,077,0.59,3.3898305084745766
Henry,Georgia,2,0,0,0%,33.45301628,-84.15426282,2020-03-16 23:13 EDT,13,151,0.97,2.061855670103093
Polk,Georgia,1,0,0,0%,34.00168812,-85.18810974,2020-03-16 23:13 EDT,13,233,0.64,1.5625
Charlton,Georgia,1,0,0,0%,30.78171091,-82.13776476,2020-03-16 23:13 EDT,13,049,2.23,0.4484304932735426
Newton,Georgia,1,0,0,0%,33.55500659,-83.8502182,2020-03-16 23:13 EDT,13,217,1.63,0.6134969325153374
Troup,Georgia,1,0,0,0%,33.03351893,-85.02826168,2020-03-16 23:13 EDT,13,285,2.52,0.3968253968253968
Forsyth,Georgia,1,0,0,0%,33.03419,-83.93894,2020-03-16 23:13 EDT,13,117,0.67,1.4925373134328357
Hall,Georgia,1,0,0,0%,34.32041152,-83.81043541,2020-03-16 23:13 EDT,13,139,2.76,0.3623188405797102
Paulding,Georgia,1,0,0,0%,33.92042456,-84.8672012,2020-03-16 23:13 EDT,13,223,0.47,2.127659574468085
Cook,Illinois,73,9,0,0%,41.84014932,-87.81682325,2020-03-16 23:13 EDT,17,031,90.99,0.8022859654907133
Lake,Illinois,4,0,0,0%,42.32327645,-88.00353452,2020-03-16 23:13 EDT,17,097,18.67,0.2142474558114622
Kane,Illinois,3,0,0,0%,41.93887565,-88.42863925,2020-03-16 23:13 EDT,17,089,6.81,0.4405286343612335
DuPage,Illinois,3,2,0,0%,41.85194049,-88.08561127,2020-03-16 23:13 EDT,17,043,12.83,0.2338269680436477
McHenry,Illinois,2,0,0,0%,42.32621,-88.26731,2020-03-16 23:13 EDT,17,111,1.65,1.2121212121212122
St. Clair,Illinois,2,0,0,0%,38.46996471,-89.92749975,2020-03-16 23:13 EDT,17,163,4.56,0.4385964912280702
Sangamon,Illinois,2,0,0,0%,39.75815792,-89.65888740000004,2020-03-16 23:13 EDT,17,167,4.02,0.49751243781094534
Woodford,Illinois,1,0,0,0%,40.84437,-89.02781,2020-03-16 23:13 EDT,17,203,1.01,0.9900990099009901
Cumberland,Illinois,1,0,0,0%,39.27332831,-88.24016822,2020-03-16 23:13 EDT,17,035,0.12,8.333333333333334
Champaign,Illinois,1,0,0,0%,40.1142,-88.2435,2020-03-16 23:13 EDT,17,019,16.4,0.06097560975609757
Will,Illinois,1,1,0,0%,41.44505655,-87.97865231,2020-03-16 23:13 EDT,17,197,8.74,0.11441647597254004
Dallas,Texas,19,5,0,0%,32.778220000000005,-96.79512,2020-03-16 23:13 EDT,48,113,32.33,0.5876894525208785
Harris,Texas,13,0,0,0%,29.85762795,-95.39311138,2020-03-16 23:13 EDT,48,201,48.64,0.26726973684210525
Travis,Texas,10,4,0,0%,30.33462266,-97.78218981,2020-03-16 23:13 EDT,48,453,22.84,0.43782837127845886
Fort Bend,Texas,9,0,0,0%,29.52745252,-95.77065084,2020-03-16 23:13 EDT,48,157,5.12,1.7578125
Collin,Texas,8,0,0,0%,33.1968,-96.80393,2020-03-16 23:13 EDT,48,085,4.39,1.8223234624145788
Tarrant,Texas,5,1,0,0%,32.8173,-97.07655,2020-03-16 23:13 EDT,48,439,24.35,0.2053388090349076
Montgomery,Texas,4,0,0,0%,30.38862,-95.69633,2020-03-16 23:13 EDT,48,339,3.2,1.25
Smith,Texas,4,0,0,0%,32.37505601,-95.26910259,2020-03-16 23:13 EDT,48,423,4.8,0.8333333333333334
Bexar,Texas,3,0,0,0%,29.44892069,-98.5200077,2020-03-16 23:13 EDT,48,029,42.26,0.07098911500236631
El Paso,Texas,3,1,0,0%,31.75916,-106.48749,2020-03-16 23:13 EDT,48,141,16.46,0.18226002430133656
Hays,Texas,3,2,0,0%,30.11817000000001,-97.87222,2020-03-16 23:13 EDT,48,209,7.79,0.3851091142490372
Bell,Texas,2,1,0,0%,31.03765881,-97.47807382,2020-03-16 23:13 EDT,48,027,9.48,0.21097046413502107
Brazoria,Texas,2,0,0,0%,29.04971,-95.562,2020-03-16 23:13 EDT,48,039,10.45,0.19138755980861244
Gregg,Texas,1,0,0,0%,32.48062462,-94.81699103,2020-03-16 23:13 EDT,48,183,4.07,0.24570024570024568
Lavaca,Texas,1,0,0,0%,29.38432888,-96.93010975,2020-03-16 23:13 EDT,48,285,0.42,2.380952380952381
Galveston,Texas,1,0,0,0%,29.29532,-94.80791,2020-03-16 23:13 EDT,48,167,4.99,0.2004008016032064
Matagorda,Texas,1,0,0,0%,28.69123,-95.96755,2020-03-16 23:13 EDT,48,321,0.37,2.7027027027027026
Denton,Texas,1,0,0,0%,33.216590000000004,-97.13162,2020-03-16 23:13 EDT,48,121,11.48,0.08710801393728222
Bowie,Texas,1,1,0,0%,33.5594,-97.84837,2020-03-16 23:13 EDT,48,037,6.2,0.16129032258064516
Montgomery,Pennsylvania,30,6,0,0%,40.21089424,-75.36736378,2020-03-16 23:13 EDT,42,091,21.66,1.3850415512465375
Philadelphia,Pennsylvania,10,2,0,0%,39.95222,-75.16218,2020-03-16 23:13 EDT,42,101,56.54,0.17686593562079944
Monroe,Pennsylvania,8,2,0,0%,41.05811592,-75.33939791,2020-03-16 23:13 EDT,42,089,4.51,1.7738359201773837
Delaware,Pennsylvania,7,0,0,0%,39.9167251,-75.39898556,2020-03-16 23:13 EDT,42,045,22.69,0.3085059497576024
Allegheny,Pennsylvania,6,2,0,0%,40.45082,-80.01615,2020-03-16 23:13 EDT,42,003,35.1,0.17094017094017094
Bucks,Pennsylvania,5,1,0,0%,40.33694044,-75.10679406,2020-03-16 23:13 EDT,42,017,8.04,0.6218905472636816
Cumberland,Pennsylvania,5,0,0,0%,40.16367663,-77.26538073,2020-03-16 23:13 EDT,42,041,12.25,0.40816326530612246
Chester,Pennsylvania,2,0,0,0%,39.97320372,-75.74845154,2020-03-16 23:13 EDT,42,029,13.5,0.14814814814814814
Wayne,Pennsylvania,1,0,0,0%,41.64878798,-75.30324861,2020-03-16 23:13 EDT,42,127,3.73,0.2680965147453083
Northampton,Pennsylvania,1,0,0,0%,40.6836,-75.49108000000003,2020-03-16 23:13 EDT,42,095,11.25,0.08888888888888889
Pike,Pennsylvania,1,0,0,0%,41.33202501,-75.03382353,2020-03-16 23:13 EDT,42,103,0.48,2.0833333333333335
Washington,Pennsylvania,1,0,0,0%,40.16752,-80.24648,2020-03-16 23:13 EDT,42,125,5.49,0.18214936247723132
Lehigh,Pennsylvania,1,0,0,0%,40.61265671,-75.59232058,2020-03-16 23:13 EDT,42,077,9.14,0.10940919037199125
