State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
Vermont,158,35,9,1,5.7%,State of Emergency,158,1850,,2008,3/26 13:00,50,44.045876,-72.710686,2020-03-26 22:27 EDT
Maine,155,13,0,0,0%,State of Emergency,155,3394,,3549,3/26 11:00,23,44.693946999999994,-69.381927,2020-03-26 22:27 EDT
New Hampshire,154,17,1,0,0.6%,State of Emergency,137,3001,712,3850,3/25 09:00,33,43.452492,-71.563896,2020-03-26 22:27 EDT
Delaware,143,24,1,1,0.7%,State of Emergency,130,36,,166,3/26 00:00,10,39.318523,-75.507141,2020-03-26 22:27 EDT
New Mexico,136,23,1,0,0.7%,State of Emergency,112,7681,,7793,3/25 00:00,35,34.840515,-106.24848200000001,2020-03-26 22:27 EDT
Hawaii,106,11,0,0,0%,State of Emergency,95,4357,,4452,3/25 18:00,15,21.094317999999998,-157.49833700000002,2020-03-26 22:27 EDT
Montana,90,23,0,0,0%,State of Emergency,71,2128,,2199,3/26 10:00,30,46.921925,-110.454353,2020-03-26 22:27 EDT
West Virginia,76,27,0,0,0%,State of Emergency,51,1031,19,1101,3/25 00:00,54,38.491226,-80.954453,2020-03-26 22:27 EDT
Nebraska,74,0,0,0,0%,State of Emergency,73,1584,,1657,3/26 14:00,31,41.125370000000004,-98.26808199999999,2020-03-26 22:27 EDT
Puerto Rico,64,13,2,0,3.1%,State of Emergency,64,377,335,776,3/26 07:00,72,18.24914,-66.62804,2020-03-26 22:27 EDT
Alaska,59,16,1,0,1.7%,State of Emergency,59,1801,,1860,3/25 21:00,02,61.370716,-152.404419,2020-03-26 22:27 EDT
North Dakota,58,13,0,0,0%,State of Emergency,52,2039,,2091,3/26 11:37,38,47.528912,-99.784012,2020-03-26 22:27 EDT
Wyoming,56,7,0,0,0%,State of Emergency,53,1052,,1105,3/26 00:00,56,42.755966,-107.30248999999999,2020-03-26 22:27 EDT
South Dakota,46,5,1,0,2.2%,State of Emergency,46,1973,125,2144,3/25 13:00,46,44.299782,-99.438828,2020-03-26 22:27 EDT
Guam,45,8,1,0,2.2%,State of Emergency,45,263,,308,3/26 06:30,66,13.421129,144.73972,2020-03-26 22:27 EDT
US Virgin Islands,17,0,0,0,0%,State of Emergency,17,55,2,74,3/25 20:30,78,17.752625,-64.73541999999999,2020-03-26 22:27 EDT
