State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New Mexico,624,81,12,1,1.9%,State of Emergency,543,16285,,16828,4/04 00:00,35,34.840515,-106.24848200000001,2020-04-05 22:53 EDT
Vermont,512,51,22,2,4.3%,State of Emergency,512,6070,,6582,4/05 13:00,50,44.045876,-72.710686,2020-04-05 22:53 EDT
Puerto Rico,475,23,20,2,4.2%,State of Emergency,475,3073,1039,4587,4/05 07:00,72,18.24914,-66.62804,2020-04-05 22:53 EDT
Maine,470,15,10,0,2.1%,State of Emergency,470,6088,,6558,4/05 11:00,23,44.693946999999994,-69.381927,2020-04-05 22:53 EDT
Hawaii,371,21,4,1,1.1%,State of Emergency,351,12604,,12955,4/04 18:00,15,21.094317999999998,-157.49833700000002,2020-04-05 22:53 EDT
Nebraska,364,41,8,0,2.2%,State of Emergency,363,5558,12,5933,4/05 13:50,31,41.125370000000004,-98.26808199999999,2020-04-05 22:53 EDT
Navajo Nation,354,84,14,2,4%,State of Emergency,,,,,,,,,2020-04-05 22:53 EDT
West Virginia,324,42,3,1,0.9%,State of Emergency,324,8514,,8838,4/05 10:00,54,38.491226,-80.954453,2020-04-05 22:53 EDT
Montana,298,17,6,0,2%,State of Emergency,286,6317,,6603,4/05 10:00,30,46.921925,-110.454353,2020-04-05 22:53 EDT
South Dakota,240,28,2,0,0.8%,State of Emergency,240,5353,,5593,4/04 18:00,46,44.299782,-99.438828,2020-04-05 22:53 EDT
North Dakota,207,21,3,0,1.4%,State of Emergency,207,6580,,6787,4/05 12:51,38,47.528912,-99.784012,2020-04-05 22:53 EDT
Wyoming,200,13,0,0,0%,State of Emergency,197,3040,,3237,4/05 09:23,56,42.755966,-107.30248999999999,2020-04-05 22:53 EDT
Alaska,185,14,6,1,3.2%,State of Emergency,185,6099,,6284,4/05 00:00,02,61.370716,-152.404419,2020-04-05 22:53 EDT
Guam,112,19,4,0,3.6%,State of Emergency,112,493,,605,4/05 09:05,66,13.421129,144.73972,2020-04-05 22:53 EDT
US Virgin Islands,42,0,1,1,2.4%,State of Emergency,42,224,18,284,4/05 00:00,78,17.752625,-64.73541999999999,2020-04-05 22:53 EDT
Northern Mariana Islands,8,0,1,0,12.5%,State of Emergency,8,13,10,31,4/04 18:30,,,,2020-04-05 22:53 EDT
